NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip_x,PoliceDistrict,Location,CrimeType,Description,FieldInterviewID,EventDate,District,Zone,OfficerAssignment,StopDescription,ActionsTaken,VehicleYear,VehicleMake,VehicleModel,VehicleStyle,VehicleColor,SubjectID,SubjectRace,SubjectGender,SubjectAge,SubjectHasPhotoID,SubjectHeight,SubjectWeight,SubjectEyeColor,SubjectHairColor,SubjectDriverLicState,CreatedDateTime,LastModifiedDateTime,Longitude,Latitude,Zip_y,BlockAddress
J4006912,64G,ARMED ROBBERY WITH G,2A,,,,3675141,519281,2012-10-28 20:34:00,2012-10-28 20:37:00,2012-10-28 20:40:00,2012-10-29 03:53:00,RTF,REPORT TO FOLLOW,,,010XX Louisiana Ave,70115.0,6,"(29.92203398460451, -90.08856960722986)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,189846,10/28/2012 08:34:00 PM,6,P,2nd  District,CRIMINAL VIOLATION,Stop Results: Arrest made;Subject Type: Driver;Subject Type: Passenger;Search Occurred: Yes;Search Types: Vehicle;Search Types: Pat-down;Search Types: Driver;Search Types: Passenger(s);Legal Basises: Probable cause;Legal Basises: Inventory;Legal Basises: Incident to arrest;Legal Basises: Plain view;Evidence Seized: Yes;Evidence Types: Weapon(s),2010.0,MAZDA,MAZDA6,FOUR DOOR,BLACK,222515.0,BLACK,MALE,20.0,Yes,70.0,210.0,Brown,Black,LA,10/28/2012 11:53:55 PM,,-90.0885696072,29.9220339846,70115.0,010XX Louisiana Ave
J4006912,64G,ARMED ROBBERY WITH G,2A,,,,3675141,519281,2012-10-28 20:34:00,2012-10-28 20:37:00,2012-10-28 20:40:00,2012-10-29 03:53:00,RTF,REPORT TO FOLLOW,,,010XX Louisiana Ave,70115.0,6,"(29.92203398460451, -90.08856960722986)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,189846,10/28/2012 08:34:00 PM,6,P,2nd  District,CRIMINAL VIOLATION,Stop Results: Arrest made;Subject Type: Driver;Subject Type: Passenger;Search Occurred: Yes;Search Types: Vehicle;Search Types: Pat-down;Search Types: Driver;Search Types: Passenger(s);Legal Basises: Probable cause;Legal Basises: Inventory;Legal Basises: Incident to arrest;Legal Basises: Plain view;Evidence Seized: Yes;Evidence Types: Weapon(s),2010.0,MAZDA,MAZDA6,FOUR DOOR,BLACK,222516.0,BLACK,MALE,15.0,No,63.0,130.0,Brown,Black,,10/28/2012 11:53:55 PM,,-90.0885696072,29.9220339846,70115.0,010XX Louisiana Ave
K2658012,64G,ARMED ROBBERY WITH G,2A,,,,3672383,536365,2012-11-20 05:45:00,2012-11-20 05:49:00,2012-11-20 05:51:00,2012-11-20 07:58:00,RTF,REPORT TO FOLLOW,,,S Clark St & Palmyra St,70119.0,1,"(29.969091478406963, -90.09669347237617)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,191813,11/20/2012 05:45:00 AM,1,L,1st District,SUSPECT PERSON,Stop Results: No action taken;Search Occurred: Yes;Search Types: Pat-down;Legal Basises: Probable cause;Evidence Seized: No,,,,,,224764.0,BLACK,MALE,33.0,Yes,69.0,150.0,Brown,Black,LA,11/20/2012 06:54:11 AM,,-90.09669347239999,29.969091478400003,70119.0,S Clark St & Palmyra St
K3289512,64G,ARMED ROBBERY WITH G,2A,,,,3682869,534074,2012-11-25 00:02:00,2012-11-25 00:02:00,2012-11-25 00:03:00,2012-11-25 02:56:00,RTF,REPORT TO FOLLOW,,,Dauphine St & Ursulines Ave,70116.0,8,"(29.962476673321543, -90.06365815559113)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,192257,11/25/2012 12:15:00 AM,8,C,8th  District,CRIMINAL VIOLATION,,2000.0,NISSAN,MAXIMA,FOUR DOOR,SILVER,225256.0,BLACK,MALE,21.0,Yes,74.0,280.0,Brown,Black,LA,11/25/2012 10:44:07 PM,11/25/2012 11:27:01 PM,-90.0636581556,29.9624766733,70116.0,Dauphine St & Ursulines Ave
K3289512,64G,ARMED ROBBERY WITH G,2A,,,,3682869,534074,2012-11-25 00:02:00,2012-11-25 00:02:00,2012-11-25 00:03:00,2012-11-25 02:56:00,RTF,REPORT TO FOLLOW,,,Dauphine St & Ursulines Ave,70116.0,8,"(29.962476673321543, -90.06365815559113)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,192257,11/25/2012 12:15:00 AM,8,C,8th  District,CRIMINAL VIOLATION,,2000.0,NISSAN,MAXIMA,FOUR DOOR,SILVER,225257.0,BLACK,MALE,23.0,Yes,71.0,145.0,Brown,Black,LA,11/25/2012 10:44:07 PM,11/25/2012 11:27:01 PM,-90.0636581556,29.9624766733,70116.0,Dauphine St & Ursulines Ave
K3289512,64G,ARMED ROBBERY WITH G,2A,,,,3682869,534074,2012-11-25 00:02:00,2012-11-25 00:02:00,2012-11-25 00:03:00,2012-11-25 02:56:00,RTF,REPORT TO FOLLOW,,,Dauphine St & Ursulines Ave,70116.0,8,"(29.962476673321543, -90.06365815559113)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,192257,11/25/2012 12:15:00 AM,8,C,8th  District,CRIMINAL VIOLATION,,2000.0,NISSAN,MAXIMA,FOUR DOOR,SILVER,225258.0,BLACK,MALE,22.0,No,70.0,250.0,Brown,Black,LA,11/25/2012 10:44:07 PM,11/25/2012 11:27:01 PM,-90.0636581556,29.9624766733,70116.0,Dauphine St & Ursulines Ave
K3289512,64G,ARMED ROBBERY WITH G,2A,,,,3682869,534074,2012-11-25 00:02:00,2012-11-25 00:02:00,2012-11-25 00:03:00,2012-11-25 02:56:00,RTF,REPORT TO FOLLOW,,,Dauphine St & Ursulines Ave,70116.0,8,"(29.962476673321543, -90.06365815559113)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,192257,11/25/2012 12:15:00 AM,8,C,8th  District,CRIMINAL VIOLATION,,2000.0,NISSAN,MAXIMA,FOUR DOOR,SILVER,225259.0,BLACK,MALE,18.0,No,70.0,165.0,Brown,Black,LA,11/25/2012 10:44:07 PM,11/25/2012 11:27:01 PM,-90.0636581556,29.9624766733,70116.0,Dauphine St & Ursulines Ave
L1404012,64G,ARMED ROBBERY WITH G,2A,,,,3717334,572885,2012-12-10 17:27:00,2012-12-10 17:31:00,2012-12-10 17:33:00,2012-12-10 22:41:00,RTF,REPORT TO FOLLOW,,,139XX Hayne Blvd,70128.0,7,"(30.06809650007816, -89.95334776433499)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,193829,12/10/2012 07:44:00 PM,7,K,7th  District,SUSPECT PERSON,Stop Results: Verbal warning;Search Occurred: No;Evidence Seized: No,,,,,,227006.0,BLACK,MALE,33.0,No,70.0,165.0,Brown,Black,,12/10/2012 07:59:43 PM,,-89.9533477643,30.0680965001,70128.0,139XX Hayne Blvd
L3890212,64G,ARMED ROBBERY WITH G,2A,,,,3671110,529742,2012-12-28 13:41:00,2012-12-28 13:44:00,2012-12-28 13:46:00,2012-12-28 15:03:00,RTF,REPORT TO FOLLOW,,,033XX S Broad St,70125.0,2,"(29.95091814443424, -90.10093866407672)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,195609,12/28/2012 02:00:00 PM,6,N,2nd  District,SUSPECT PERSON,Stop Results: Arrest made;Search Occurred: Yes;Search Types: Driver;Legal Basises: Incident to arrest;Evidence Seized: Yes;Evidence Types: Other,,,,,,229053.0,BLACK,FEMALE,26.0,Yes,69.0,170.0,Brown,Black,LA,12/28/2012 10:04:39 PM,,-90.1009386641,29.9509181444,70125.0,033XX S Broad St
A3216013,64G,ARMED ROBBERY WITH G,2A,,,,3680193,525635,2013-01-25 00:03:00,2013-01-25 00:04:00,2013-01-25 00:06:00,2013-01-25 05:02:00,RTF,REPORT TO FOLLOW,,,012XX Coliseum St,70130.0,6,"(29.939353522853605, -90.07240184775974)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,198011,01/25/2013 01:25:00 AM,4,C,6th  District,CALL FOR SERVICE,Stop Results: Arrest made;Search Occurred: Yes;Search Types: Pat-down;Legal Basises: Incident to arrest;Evidence Seized: Yes;Evidence Types: Weapon(s),,,,,,231762.0,BLACK,MALE,26.0,No,67.0,160.0,Brown,Black,,01/25/2013 06:16:36 AM,,-90.07240184780001,29.9393535229,70130.0,012XX Coliseum St
B0306513,64G,ARMED ROBBERY WITH G,2A,,,,3683470,545522,2013-02-02 21:57:00,2013-02-02 22:00:00,2013-02-02 22:01:00,2013-02-02 23:46:00,RTF,REPORT TO FOLLOW,,,035XX Touro St,70122.0,3,"(29.993936345015907, -90.06135897689944)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,198594,02/02/2013 11:04:00 PM,3,Y,3rd  District,TRAFFIC VIOLATION,Stop Results: Verbal warning;Stop Results: No action taken;Subject Type: Driver;Search Occurred: No,2011.0,GMC - GENERAL MOTORS CORP.,,PICK UP,SILVER,232413.0,BLACK,MALE,37.0,Yes,71.0,140.0,Brown,Black,LA,02/02/2013 11:08:03 PM,,-90.06135897690001,29.993936345,70122.0,035XX Touro St
C1111013,64G,ARMED ROBBERY WITH G,2A,,,,3706693,513949,2013-03-09 02:01:00,2013-03-09 02:08:00,2013-03-09 02:16:00,2013-03-09 04:32:00,RTF,REPORT TO FOLLOW,,,061XX Tullis Dr,70131.0,4,"(29.906392645830067, -89.9891714288862)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,201051,03/10/2013 01:40:00 PM,2,R,2nd  District,CALL FOR SERVICE,Stop Results: Arrest made;Subject Type: Driver;Search Occurred: Yes;Search Types: Pat-down;Search Types: Driver;Legal Basises: Incident to arrest;Evidence Seized: Yes,,,,,,235252.0,BLACK,MALE,18.0,Yes,70.0,140.0,Brown,Black,,03/10/2013 01:46:50 PM,,-89.9891714289,29.9063926458,70131.0,061XX Tullis Dr
C1111013,64G,ARMED ROBBERY WITH G,2A,,,,3706693,513949,2013-03-09 02:01:00,2013-03-09 02:08:00,2013-03-09 02:16:00,2013-03-09 04:32:00,RTF,REPORT TO FOLLOW,,,061XX Tullis Dr,70131.0,4,"(29.906392645830067, -89.9891714288862)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,201051,03/10/2013 01:40:00 PM,2,R,2nd  District,CALL FOR SERVICE,Stop Results: Arrest made;Subject Type: Driver;Search Occurred: Yes;Search Types: Pat-down;Search Types: Driver;Legal Basises: Incident to arrest;Evidence Seized: Yes,,,,,,235253.0,BLACK,MALE,19.0,No,69.0,145.0,Brown,Black,,03/10/2013 01:46:50 PM,,-89.9891714289,29.9063926458,70131.0,061XX Tullis Dr
C2344813,64G,ARMED ROBBERY WITH G,2A,,,,3685549,534884,2013-03-18 01:53:00,2013-03-18 01:56:00,2013-03-18 01:57:00,2013-03-18 05:30:00,RTF,REPORT TO FOLLOW,,,023XX Royal St,70117.0,8,"(29.964621966395836, -90.05516657244704)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,202068,03/22/2013 08:52:00 PM,8,F,8th  District,CRIMINAL VIOLATION,Stop Results: Arrest made;Search Occurred: Yes;Search Types: Pat-down;Legal Basises: Inventory;Legal Basises: Incident to arrest;Evidence Seized: Yes;Evidence Types: Other,,,,,,236413.0,BLACK,MALE,22.0,Yes,68.0,130.0,Brown,Black,,03/22/2013 08:56:23 PM,,-90.0551665724,29.9646219664,70117.0,023XX Royal St
D3092813,64G,ARMED ROBBERY WITH G,2A,,,,3682497,532982,2013-04-23 03:49:00,2013-04-23 03:49:00,2013-04-23 03:52:00,2013-04-23 06:15:00,RTF,REPORT TO FOLLOW,,,Bourbon St & Saint Ann St,70116.0,8,"(29.959485375763993, -90.06487105274557)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,204913,04/23/2013 04:30:00 AM,8,E,8th  District,CRIMINAL VIOLATION,Stop Results: Arrest made;Search Occurred: Yes;Search Types: Pat-down;Legal Basises: Incident to arrest;Evidence Seized: Yes;Evidence Types: Weapon(s),,,,,,239553.0,BLACK,MALE,21.0,No,65.0,150.0,Brown,Black,LA,04/24/2013 11:57:00 PM,,-90.0648710527,29.9594853758,70116.0,Bourbon St & Saint Ann St
D3092813,64G,ARMED ROBBERY WITH G,2A,,,,3682497,532982,2013-04-23 03:49:00,2013-04-23 03:49:00,2013-04-23 03:52:00,2013-04-23 06:15:00,RTF,REPORT TO FOLLOW,,,Bourbon St & Saint Ann St,70116.0,8,"(29.959485375763993, -90.06487105274557)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,204913,04/23/2013 04:30:00 AM,8,E,8th  District,CRIMINAL VIOLATION,Stop Results: Arrest made;Search Occurred: Yes;Search Types: Pat-down;Legal Basises: Incident to arrest;Evidence Seized: Yes;Evidence Types: Weapon(s),,,,,,239554.0,BLACK,MALE,19.0,No,67.0,128.0,Brown,Black,LA,04/24/2013 11:57:00 PM,,-90.0648710527,29.9594853758,70116.0,Bourbon St & Saint Ann St
E1664413,64G,ARMED ROBBERY WITH G,2A,,,,3682527,543537,2013-05-12 20:25:00,2013-05-12 20:26:00,2013-05-12 20:29:00,2013-05-12 22:05:00,RTF,REPORT TO FOLLOW,,,030XX Annette St,70122.0,3,"(29.988507047799914, -90.0644072146027)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,206333,05/13/2013 08:35:00 AM,3,X,3rd  District,CRIMINAL VIOLATION,Stop Results: Arrest made;Search Occurred: No;Legal Basises: Incident to arrest;Evidence Seized: No,,,,,,241131.0,BLACK,MALE,17.0,No,66.0,160.0,Brown,Black,,05/14/2013 07:43:21 AM,,-90.0644072146,29.988507047800002,70122.0,030XX Annette St
E1664413,64G,ARMED ROBBERY WITH G,2A,,,,3682527,543537,2013-05-12 20:25:00,2013-05-12 20:26:00,2013-05-12 20:29:00,2013-05-12 22:05:00,RTF,REPORT TO FOLLOW,,,030XX Annette St,70122.0,3,"(29.988507047799914, -90.0644072146027)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,206333,05/13/2013 08:35:00 AM,3,X,3rd  District,CRIMINAL VIOLATION,Stop Results: Arrest made;Search Occurred: No;Legal Basises: Incident to arrest;Evidence Seized: No,,,,,,241132.0,BLACK,MALE,16.0,No,70.0,160.0,Brown,Black,,05/14/2013 07:43:21 AM,,-90.0644072146,29.988507047800002,70122.0,030XX Annette St
E1664413,64G,ARMED ROBBERY WITH G,2A,,,,3682527,543537,2013-05-12 20:25:00,2013-05-12 20:26:00,2013-05-12 20:29:00,2013-05-12 22:05:00,RTF,REPORT TO FOLLOW,,,030XX Annette St,70122.0,3,"(29.988507047799914, -90.0644072146027)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,206333,05/13/2013 08:35:00 AM,3,X,3rd  District,CRIMINAL VIOLATION,Stop Results: Arrest made;Search Occurred: No;Legal Basises: Incident to arrest;Evidence Seized: No,,,,,,241133.0,BLACK,MALE,16.0,No,66.0,130.0,Brown,Black,,05/14/2013 07:43:21 AM,,-90.0644072146,29.988507047800002,70122.0,030XX Annette St
E3203913,64G,ARMED ROBBERY WITH G,2A,,,,3676754,525952,2013-05-23 15:04:00,2013-05-23 15:08:00,2013-05-23 15:13:00,2013-05-23 18:27:00,RTF,REPORT TO FOLLOW,,,022XX Saint Andrew St,70113.0,6,"(29.940328779542167, -90.08324830460133)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,207215,05/23/2013 03:45:00 PM,6,I,6th  District,OTHER,Stop Results: Arrest made,,,,,,242086.0,BLACK,MALE,40.0,Yes,71.0,155.0,Brown,Black,,05/23/2013 10:42:53 PM,,-90.08324830459999,29.9403287795,70113.0,022XX Saint Andrew St
E3829813,64G,ARMED ROBBERY WITH G,2A,,,,3678333,539955,2013-05-28 01:53:00,2013-05-28 01:58:00,2013-05-28 02:12:00,2013-05-28 03:53:00,RTF,REPORT TO FOLLOW,,,015XX Gentilly Blvd,70119.0,1,"(29.97878483418925, -90.07777871983183)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,207786,05/29/2013 05:55:00 PM,1,C,1st District,OTHER,Stop Results: Arrest made;Search Occurred: Yes;Legal Basises: Warrant;Evidence Seized: Yes;Evidence Types: Other,,,,,,242713.0,BLACK,MALE,18.0,Yes,68.0,135.0,Brown,Black,LA,05/30/2013 06:40:22 PM,,-90.0777787198,29.978784834200003,70119.0,015XX Gentilly Blvd
F2349613,64G,ARMED ROBBERY WITH G,2A,,,,3691256,541550,2013-06-17 17:48:00,2013-06-17 18:00:00,2013-06-17 18:07:00,2013-06-17 20:21:00,RTF,REPORT TO FOLLOW,,,026XX Piety St,70117.0,5,"(29.98277482462494, -90.03690616826098)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,209315,06/17/2013 07:06:00 PM,5,D,5th  District,SUSPECT PERSON,Stop Results: No action taken;Search Occurred: Yes;Search Types: Pat-down;Legal Basises: Probable cause,,,,,,244411.0,BLACK,MALE,16.0,No,66.0,150.0,Brown,Black,,06/17/2013 07:12:55 PM,,-90.03690616829999,29.9827748246,70117.0,026XX Piety St
F2759713,64G,ARMED ROBBERY WITH G,2A,,,,3667649,533491,2013-06-20 17:21:00,2013-06-20 17:25:00,2013-06-20 17:35:00,2013-06-20 21:34:00,RTF,REPORT TO FOLLOW,,,033XX Fern St,70125.0,2,"(29.961328565726955, -90.11174059160284)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,209580,06/20/2013 07:31:00 PM,2,T,2nd  District,OTHER,Stop Results: No action taken,,,,,,244734.0,BLACK,MALE,18.0,No,59.0,180.0,Brown,Brown,IA,06/20/2013 07:34:48 PM,,-90.1117405916,29.9613285657,70125.0,033XX Fern St
F2759713,64G,ARMED ROBBERY WITH G,2A,,,,3667649,533491,2013-06-20 17:21:00,2013-06-20 17:25:00,2013-06-20 17:35:00,2013-06-20 21:34:00,RTF,REPORT TO FOLLOW,,,033XX Fern St,70125.0,2,"(29.961328565726955, -90.11174059160284)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,209584,06/20/2013 07:37:00 PM,2,T,2nd  District,OTHER,Stop Results: No action taken,,,,,,244738.0,BLACK,FEMALE,17.0,Yes,64.0,135.0,Brown,Brown,LA,06/20/2013 07:39:51 PM,,-90.1117405916,29.9613285657,70125.0,033XX Fern St
G1856913,64G,ARMED ROBBERY WITH G,2A,,,,3678394,521747,2013-07-14 04:29:00,2013-07-14 04:32:00,2013-07-14 04:35:00,2013-07-14 08:19:00,RTF,REPORT TO FOLLOW,,,023XX Magazine St,70130.0,6,"(29.928717112456283, -90.07821598028704)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,212057,07/14/2013 05:51:00 AM,6,E,6th  District,CALL FOR SERVICE,Stop Results: No action taken,,,,,,247572.0,BLACK,MALE,29.0,Yes,73.0,150.0,Brown,Black,LA,07/14/2013 05:54:28 AM,07/14/2013 05:57:58 AM,-90.0782159803,29.9287171125,70130.0,023XX Magazine St
G4069013,64G,ARMED ROBBERY WITH G,2A,,,,3685844,556320,2013-07-29 21:24:00,2013-07-29 21:29:00,2013-07-29 21:37:00,2013-07-30 01:01:00,RTF,REPORT TO FOLLOW,,,025XX Mexico St,70122.0,3,"(30.023554234862562, -90.05347888029289)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,213874,07/29/2013 09:45:00 PM,3,S,3rd  District,CRIMINAL VIOLATION,Stop Results: Arrest made;Search Occurred: Yes;Legal Basises: Incident to arrest;Evidence Seized: Yes;Evidence Types: Other,,,,,,249629.0,BLACK,MALE,17.0,No,69.0,160.0,Brown,Black,,07/30/2013 11:11:13 AM,,-90.0534788803,30.023554234899997,70122.0,025XX Mexico St
G4069013,64G,ARMED ROBBERY WITH G,2A,,,,3685844,556320,2013-07-29 21:24:00,2013-07-29 21:29:00,2013-07-29 21:37:00,2013-07-30 01:01:00,RTF,REPORT TO FOLLOW,,,025XX Mexico St,70122.0,3,"(30.023554234862562, -90.05347888029289)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,213874,07/29/2013 09:45:00 PM,3,S,3rd  District,CRIMINAL VIOLATION,Stop Results: Arrest made;Search Occurred: Yes;Legal Basises: Incident to arrest;Evidence Seized: Yes;Evidence Types: Other,,,,,,249630.0,BLACK,MALE,15.0,No,67.0,150.0,Brown,Black,,07/30/2013 11:11:13 AM,,-90.0534788803,30.023554234899997,70122.0,025XX Mexico St
G4069013,64G,ARMED ROBBERY WITH G,2A,,,,3685844,556320,2013-07-29 21:24:00,2013-07-29 21:29:00,2013-07-29 21:37:00,2013-07-30 01:01:00,RTF,REPORT TO FOLLOW,,,025XX Mexico St,70122.0,3,"(30.023554234862562, -90.05347888029289)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,213874,07/29/2013 09:45:00 PM,3,S,3rd  District,CRIMINAL VIOLATION,Stop Results: Arrest made;Search Occurred: Yes;Legal Basises: Incident to arrest;Evidence Seized: Yes;Evidence Types: Other,,,,,,249631.0,BLACK,MALE,16.0,No,67.0,150.0,Brown,Black,,07/30/2013 11:11:13 AM,,-90.0534788803,30.023554234899997,70122.0,025XX Mexico St
I0096813,64G,ARMED ROBBERY WITH G,2A,,,,3675425,533135,2013-09-01 18:36:00,2013-09-01 18:40:00,2013-09-01 18:46:00,2013-09-01 22:56:00,RTF,REPORT TO FOLLOW,,,024XX Tulane Ave,70119.0,1,"(29.960119445192525, -90.08719754619482)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,217660,09/01/2013 06:43:00 PM,1,G,1st District,CALL FOR SERVICE,Stop Results: Arrest made;Search Occurred: Yes;Search Types: Pat-down;Legal Basises: Incident to arrest;Evidence Seized: No,,,,,,253909.0,WHITE,MALE,20.0,Yes,72.0,165.0,Brown,Brown,,09/04/2013 04:02:15 AM,,-90.0871975462,29.9601194452,70119.0,024XX Tulane Ave
I1557613,64G,ARMED ROBBERY WITH G,2A,,,,3692655,525444,2013-09-12 07:43:00,2013-09-12 07:46:00,2013-09-12 07:50:00,2013-09-12 10:50:00,RTF,REPORT TO FOLLOW,,,Lawrence St & Saux Ln,70114.0,4,"(29.938445373856116, -90.03306470806375)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,218582,09/12/2013 10:43:00 AM,4,I,4th  District,CALL FOR SERVICE,Stop Results: No action taken;Search Occurred: No;Evidence Seized: No,,,,,,254959.0,BLACK,MALE,16.0,No,72.0,180.0,Brown,Black,,09/12/2013 10:48:40 AM,,-90.0330647081,29.9384453739,70114.0,Lawrence St & Saux Ln
J0972913,64G,ARMED ROBBERY WITH GUN,1A,,,,3673612,535899,2013-10-07 20:02:00,2013-10-07 20:04:00,2013-10-07 20:05:00,2013-10-07 23:55:00,RTF,REPORT TO FOLLOW,,,Cleveland Ave & S Lopez St,70119.0,1,"(29.9677736072958, -90.09282813007808)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,220904,10/07/2013 08:02:00 PM,1,L,1st District,SUSPECT PERSON,Stop Results: No action taken;Search Occurred: Yes;Search Types: Pat-down;Evidence Seized: No,,,,,,257574.0,BLACK,MALE,25.0,No,70.0,140.0,Brown,Black,,10/07/2013 09:32:09 PM,10/09/2013 07:07:38 PM,-90.09282769,29.96777453,70119.0,Cleveland Ave & S Lopez St
J1752613,64G,ARMED ROBBERY WITH GUN,2A,,,,3695342,532196,2013-10-13 07:39:00,2013-10-13 07:40:00,2013-10-13 07:46:00,2013-10-13 14:43:00,RTF,REPORT TO FOLLOW,,,005XX Reynes St,70117.0,5,"(29.956926910413422, -90.02433810179855)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,221505,10/13/2013 10:14:00 AM,5,G,5th  District,CALL FOR SERVICE,,,,,,,258234.0,WHITE,FEMALE,22.0,No,61.0,120.0,Brown,Brown,,10/13/2013 10:26:46 AM,,-90.02433729,29.95692757,70117.0,005XX Reynes St
J1752613,64G,ARMED ROBBERY WITH GUN,2A,,,,3695342,532196,2013-10-13 07:39:00,2013-10-13 07:40:00,2013-10-13 07:46:00,2013-10-13 14:43:00,RTF,REPORT TO FOLLOW,,,005XX Reynes St,70117.0,5,"(29.956926910413422, -90.02433810179855)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,221505,10/13/2013 10:14:00 AM,5,G,5th  District,CALL FOR SERVICE,,,,,,,258235.0,BLACK,MALE,31.0,No,70.0,185.0,Brown,Black,,10/13/2013 10:26:46 AM,,-90.02433729,29.95692757,70117.0,005XX Reynes St
J1752613,64G,ARMED ROBBERY WITH GUN,2A,,,,3695342,532196,2013-10-13 07:39:00,2013-10-13 07:40:00,2013-10-13 07:46:00,2013-10-13 14:43:00,RTF,REPORT TO FOLLOW,,,005XX Reynes St,70117.0,5,"(29.956926910413422, -90.02433810179855)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,221505,10/13/2013 10:14:00 AM,5,G,5th  District,CALL FOR SERVICE,,,,,,,258236.0,BLACK,MALE,18.0,No,68.0,145.0,Brown,Brown,,10/13/2013 10:26:46 AM,,-90.02433729,29.95692757,70117.0,005XX Reynes St
J1752613,64G,ARMED ROBBERY WITH GUN,2A,,,,3695342,532196,2013-10-13 07:39:00,2013-10-13 07:40:00,2013-10-13 07:46:00,2013-10-13 14:43:00,RTF,REPORT TO FOLLOW,,,005XX Reynes St,70117.0,5,"(29.956926910413422, -90.02433810179855)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,221508,10/13/2013 10:14:00 AM,5,G,5th  District,CALL FOR SERVICE,,,,,,,258239.0,WHITE,FEMALE,22.0,No,61.0,120.0,Brown,Brown,,10/13/2013 10:33:42 AM,10/13/2013 10:35:27 AM,-90.02433729,29.95692757,70117.0,005XX Reynes St
J1752613,64G,ARMED ROBBERY WITH GUN,2A,,,,3695342,532196,2013-10-13 07:39:00,2013-10-13 07:40:00,2013-10-13 07:46:00,2013-10-13 14:43:00,RTF,REPORT TO FOLLOW,,,005XX Reynes St,70117.0,5,"(29.956926910413422, -90.02433810179855)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,221508,10/13/2013 10:14:00 AM,5,G,5th  District,CALL FOR SERVICE,,,,,,,258240.0,BLACK,MALE,31.0,No,70.0,175.0,Brown,Black,,10/13/2013 10:33:42 AM,10/13/2013 10:35:27 AM,-90.02433729,29.95692757,70117.0,005XX Reynes St
J1752613,64G,ARMED ROBBERY WITH GUN,2A,,,,3695342,532196,2013-10-13 07:39:00,2013-10-13 07:40:00,2013-10-13 07:46:00,2013-10-13 14:43:00,RTF,REPORT TO FOLLOW,,,005XX Reynes St,70117.0,5,"(29.956926910413422, -90.02433810179855)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,221508,10/13/2013 10:14:00 AM,5,G,5th  District,CALL FOR SERVICE,,,,,,,258241.0,BLACK,MALE,18.0,No,68.0,145.0,Brown,Brown,,10/13/2013 10:33:42 AM,10/13/2013 10:35:27 AM,-90.02433729,29.95692757,70117.0,005XX Reynes St
J1752613,64G,ARMED ROBBERY WITH GUN,2A,,,,3695342,532196,2013-10-13 07:39:00,2013-10-13 07:40:00,2013-10-13 07:46:00,2013-10-13 14:43:00,RTF,REPORT TO FOLLOW,,,005XX Reynes St,70117.0,5,"(29.956926910413422, -90.02433810179855)",VIOLENT CRIME,ARMED ROBBERY WITH GUN,221590,10/13/2013 07:41:00 AM,5,E,5th  District,SUSPECT PERSON,Stop Results: Arrest made;Subject Type: Driver;Search Occurred: Yes;Search Types: Pat-down;Legal Basises: Probable cause;Evidence Seized: No,,,,,,258329.0,BLACK,MALE,29.0,No,68.0,160.0,Brown,Black,LA,10/14/2013 01:22:18 PM,10/14/2013 01:27:48 PM,-90.02433729,29.95692757,70117.0,005XX Reynes St
