,?NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location,crime_type
16764,B1706515,21,COMPLAINT OTHER,1H,20I,AUTO ACCIDENT WITH INJURY,2B,3671758,537895,02/14/2015 05:06:51 PM,02/14/2015 05:24:10 PM,02/14/2015 05:06:51 PM,02/14/2015 05:24:47 PM,NAT,Necessary Action Taken,Y,1M02,039XX Canal St,70119.0,1,"(29.97331848, -90.09861307)",OTHER CFS
16788,B1716315,20I,AUTO ACCIDENT WITH INJURY,1A,20I,AUTO ACCIDENT WITH INJURY,2B,3672049,537574,02/14/2015 06:20:37 PM,02/14/2015 06:43:20 PM,02/14/2015 06:20:37 PM,02/14/2015 06:58:07 PM,RTF,REPORT TO FOLLOW,Y,1L04,038XX Canal St,70119.0,1,"(29.97242830, -90.09770633)",OTHER CFS
16870,B1760815,20I,AUTO ACCIDENT WITH INJURY,1A,20I,AUTO ACCIDENT WITH INJURY,2B,3679436,531160,02/14/2015 10:54:16 PM,02/15/2015 01:03:22 AM,02/14/2015 10:54:16 PM,02/15/2015 07:43:34 AM,UNF,UNFOUNDED,Y,8I02,Loyola Ave & Tulane Ave,,8,"(29.95456904, -90.07459786)",OTHER CFS
17102,B1889015,35,SIMPLE BATTERY,1D,103F,FIGHT,2B,3677321,523433,02/15/2015 07:22:41 PM,02/15/2015 07:56:11 PM,02/15/2015 07:22:41 PM,02/15/2015 08:49:22 PM,RTF,REPORT TO FOLLOW,Y,6D03,Philip St & Saint Charles Ave,,6,"(29.93338661, -90.08154348)",OTHER CFS
17120,B1899015,17M,MUNICIPAL ATTACHMENT,1F,107,SUSPICIOUS PERSON,2A,3680736,532468,02/15/2015 08:54:53 PM,,02/15/2015 08:54:53 PM,02/15/2015 10:08:03 PM,NAT,Necessary Action Taken,Y,8D03,004XX N Rampart St,70112.0,8,"(29.95812687, -90.07044781)",OTHER CFS
17159,B1911815,21,COMPLAINT OTHER,1H,103D,DOMESTIC DISTURBANCE,2B,3682103,530624,02/15/2015 10:11:00 PM,,02/15/2015 10:11:00 PM,02/15/2015 10:14:44 PM,NAT,Necessary Action Taken,Y,8C02,002XX Decatur St,,8,"(29.95301530, -90.06619551)",OTHER CFS
17184,B1919115,35D,SIMPLE BATTERY DOMESTIC,1A,35D,SIMPLE BATTERY DOMESTIC,2B,3682126,529901,02/15/2015 11:06:12 PM,02/15/2015 11:13:39 PM,02/15/2015 11:06:12 PM,02/16/2015 01:31:52 AM,RTF,REPORT TO FOLLOW,Y,8G02,004XX Canal St,70130.0,8,"(29.95102643, -90.06614910)",OTHER CFS
17226,B1937415,103,DISTURBANCE (OTHER),1A,103F,FIGHT,2B,3681214,531302,02/16/2015 01:23:15 AM,02/16/2015 01:23:40 AM,02/16/2015 01:23:15 AM,02/16/2015 01:36:40 AM,NAT,Necessary Action Taken,Y,8D04,002XX Bourbon St,70112.0,8,"(29.95490649, -90.06897933)",OTHER CFS
17312,B1980315,67P,PICKPOCKET,1E,65P,"SIMPLE ROBBERY, PROPERTY SNATCHING",2B,3677937,523912,02/16/2015 10:47:07 AM,,02/16/2015 10:47:07 AM,02/16/2015 01:59:13 PM,RTF,REPORT TO FOLLOW,Y,6E01,021XX Saint Charles Ave,70130.0,6,"(29.93468481, -90.07958184)",PROPERTY CRIME
17313,B1980315,67P,PICKPOCKET,1E,65P,"SIMPLE ROBBERY, PROPERTY SNATCHING",2B,3677937,523912,02/16/2015 10:47:07 AM,,02/16/2015 10:47:07 AM,02/16/2015 01:59:13 PM,RTF,REPORT TO FOLLOW,Y,6E01,021XX Saint Charles Ave,70130.0,6,"(29.93468481, -90.07958184)",PROPERTY CRIME
17428,B2039315,21,COMPLAINT OTHER,1H,24,MEDICAL,2B,3682824,532229,02/16/2015 07:29:58 PM,02/16/2015 07:33:04 PM,02/16/2015 07:29:58 PM,02/16/2015 07:48:15 PM,NAT,Necessary Action Taken,Y,8C03,St Peter St & Chartres St,70130.0,8,"(29.95740531, -90.06386353)",OTHER CFS
17572,B2117215,103,DISTURBANCE (OTHER),1A,24,MEDICAL,2B,3678232,535580,02/17/2015 01:02:23 PM,02/17/2015 01:13:15 PM,02/17/2015 01:02:23 PM,02/17/2015 04:59:57 PM,RTF,REPORT TO FOLLOW,Y,1I01,007XX N Galvez St,,1,"(29.96676017, -90.07824651)",OTHER CFS
17728,B2196715,21,COMPLAINT OTHER,1H,65P,"SIMPLE ROBBERY, PROPERTY SNATCHING",2B,3682780,532766,02/18/2015 12:27:22 AM,,02/18/2015 12:27:22 AM,02/18/2015 12:40:04 AM,NAT,Necessary Action Taken,Y,8E01,Royal St & Saint Ann St,,8,"(29.95888348, -90.06398484)",OTHER CFS
17743,B2200515,21,COMPLAINT OTHER,1H,103F,FIGHT,2B,3681597,531806,02/18/2015 01:28:43 AM,,02/18/2015 01:28:43 AM,02/18/2015 02:00:29 AM,NAT,Necessary Action Taken,Y,8D05,004XX Bourbon St,70112.0,8,"(29.95628022, -90.06775199)",OTHER CFS
17923,B2316415,103,DISTURBANCE (OTHER),1A,103F,FIGHT,2B,3681813,532089,02/19/2015 02:06:11 AM,02/19/2015 02:06:24 AM,02/19/2015 02:06:11 AM,02/19/2015 02:15:06 AM,NAT,Necessary Action Taken,Y,8D05,St Louis St & Bourbon St,70112.0,8,"(29.95705191, -90.06705979)",OTHER CFS
18462,B2538515,21,COMPLAINT OTHER,1H,24,MEDICAL,2B,3671376,518867,02/21/2015 03:18:17 AM,,02/21/2015 03:18:17 AM,02/21/2015 03:28:04 AM,NAT,Necessary Action Taken,Y,2F04,043XX Magazine St,70115.0,2,"(29.92100887, -90.10046672)",OTHER CFS
18585,B2582915,21,COMPLAINT OTHER,1H,24,MEDICAL,2B,3681200,531349,02/21/2015 02:16:24 PM,,02/21/2015 02:16:24 PM,02/21/2015 02:51:50 PM,NAT,Necessary Action Taken,Y,8D04,002XX Bourbon St,70112.0,8,"(29.95503603, -90.06902139)",OTHER CFS
18600,B2593015,21,COMPLAINT OTHER,1H,103F,FIGHT,2B,3692250,544012,02/21/2015 04:03:54 PM,,02/21/2015 04:03:54 PM,02/21/2015 04:04:20 PM,NAT,Necessary Action Taken,Y,5Q02,Oliver White Ave & Benefit St,70126.0,5,"(29.98951414, -90.03367653)",OTHER CFS
18904,B2717715,103,DISTURBANCE (OTHER),1A,103F,FIGHT,2B,3687078,536541,02/22/2015 06:49:01 PM,,02/22/2015 06:49:01 PM,02/22/2015 07:40:11 PM,NAT,Necessary Action Taken,Y,5B02,011XX Franklin Ave,70117.0,5,"(29.96913198, -90.05027817)",OTHER CFS
18966,B2741415,21,COMPLAINT OTHER,1H,107,SUSPICIOUS PERSON,2A,3682031,532378,02/22/2015 11:22:27 PM,02/22/2015 11:22:33 PM,02/22/2015 11:22:27 PM,02/22/2015 11:48:56 PM,NAT,Necessary Action Taken,Y,8D06,006XX Bourbon St,70112.0,8,"(29.95783996, -90.06636321)",OTHER CFS
19162,B2819815,103,DISTURBANCE (OTHER),1A,35D,SIMPLE BATTERY DOMESTIC,2B,3691354,523818,02/23/2015 04:24:55 PM,,02/23/2015 04:24:55 PM,02/23/2015 04:42:25 PM,NAT,Necessary Action Taken,Y,4B03,019XX Ccc In,70114.0,4,"(29.93401523, -90.03722876)",OTHER CFS
20154,B3162815,21,COMPLAINT OTHER,1H,107,SUSPICIOUS PERSON,2A,3681270,524693,02/26/2015 03:42:11 PM,,02/26/2015 03:42:11 PM,02/26/2015 04:17:51 PM,NAT,Necessary Action Taken,Y,6C01,Melpomene St & Annunciation St,,6,"(29.93673243, -90.06903209)",OTHER CFS
20872,B3416615,103,DISTURBANCE (OTHER),1A,103F,FIGHT,2B,3680927,530925,02/28/2015 05:38:32 PM,02/28/2015 05:39:17 PM,02/28/2015 05:38:32 PM,02/28/2015 05:52:59 PM,NAT,Necessary Action Taken,Y,8D01,Bourbon St & Canal St,70112.0,8,"(29.95387931, -90.06989927)",OTHER CFS
21151,C0065515,21,COMPLAINT OTHER,1H,24,MEDICAL,2B,3672629,526285,03/01/2015 03:55:18 PM,,03/01/2015 03:55:18 PM,03/01/2015 05:02:19 PM,NAT,Necessary Action Taken,Y,6I04,Toledano St & S Claiborne Ave,,6,"(29.94136870, -90.09625825)",OTHER CFS
21249,C0094015,21,COMPLAINT OTHER,1H,107,SUSPICIOUS PERSON,2A,3680860,531028,03/01/2015 08:33:49 PM,,03/01/2015 08:33:49 PM,03/01/2015 10:23:48 PM,NAT,Necessary Action Taken,Y,8D01,008XX Canal St,70112.0,8,"(29.95416484, -90.07010746)",OTHER CFS
21322,C0105715,18,TRAFFIC INCIDENT,1H,107,SUSPICIOUS PERSON,2A,3677157,537516,03/01/2015 10:05:28 PM,,03/01/2015 10:05:28 PM,03/01/2015 10:21:06 PM,NAT,Necessary Action Taken,Y,1J03,N Broad Ave & Dumaine St,70119.0,1,"(29.97211444, -90.08157574)",OTHER CFS
21660,C0230115,103,DISTURBANCE (OTHER),1A,103F,FIGHT,2B,3681196,531279,03/02/2015 11:53:52 PM,03/02/2015 11:54:43 PM,03/02/2015 11:53:52 PM,03/03/2015 12:08:20 AM,GOA,GONE ON ARRIVAL,Y,8D04,002XX Bourbon St,70112.0,8,"(29.95484357, -90.06903632)",OTHER CFS
21915,C0321415,35,SIMPLE BATTERY,1D,103F,FIGHT,2B,3670450,524054,03/03/2015 04:33:56 PM,03/03/2015 04:36:09 PM,03/03/2015 04:33:56 PM,03/03/2015 05:05:27 PM,RTF,REPORT TO FOLLOW,Y,2N03,025XX Napoleon Ave,70115.0,2,"(29.93529959, -90.10321363)",OTHER CFS
21928,C0328215,19,DRUNK,1F,107,SUSPICIOUS PERSON,2A,3681230,531283,03/03/2015 05:35:28 PM,03/03/2015 05:36:05 PM,03/03/2015 05:35:28 PM,03/03/2015 06:40:08 PM,NAT,Necessary Action Taken,Y,8D04,002XX Bourbon St,70112.0,8,"(29.95485396, -90.06892813)",OTHER CFS
23156,C0767615,103,DISTURBANCE (OTHER),1A,103F,FIGHT,2B,3681218,531308,03/07/2015 02:11:06 AM,,03/07/2015 02:11:06 AM,03/07/2015 02:26:55 AM,NAT,Necessary Action Taken,Y,8D04,002XX Bourbon St,70112.0,8,"(29.95492222, -90.06896508)",OTHER CFS
23415,C0873115,107,SUSPICIOUS PERSON,1A,107,SUSPICIOUS PERSON,2A,3709013,557275,03/07/2015 11:38:02 PM,,03/07/2015 11:38:02 PM,03/08/2015 01:53:30 AM,GOA,GONE ON ARRIVAL,Y,7R05,051XX Bundy Rd,70127.0,7,"(30.02545042, -89.98023413)",OTHER CFS
23529,C0939915,21,COMPLAINT OTHER,1H,20I,AUTO ACCIDENT WITH INJURY,2B,3686361,537529,03/08/2015 04:18:06 PM,,03/08/2015 04:18:06 PM,03/08/2015 04:31:42 PM,NAT,Necessary Action Taken,Y,5B03,014XX Saint Roch Ave,70117.0,5,"(29.97186995, -90.05250696)",OTHER CFS
23542,C0946515,21,COMPLAINT OTHER,1H,24,MEDICAL,2B,3675588,536390,03/08/2015 05:15:16 PM,,03/08/2015 05:15:16 PM,03/08/2015 05:17:08 PM,NAT,Necessary Action Taken,Y,1M05,N White St & Conti St,70119.0,1,"(29.96906730, -90.08657053)",OTHER CFS
24395,C1230915,21,COMPLAINT OTHER,1H,107,SUSPICIOUS PERSON,2A,3681597,531806,03/11/2015 02:08:38 AM,,03/11/2015 02:08:38 AM,03/11/2015 02:15:27 AM,NAT,Necessary Action Taken,Y,8D05,Bourbon St & Conti St,70112.0,8,"(29.95628022, -90.06775199)",OTHER CFS
24520,C1269915,18,TRAFFIC INCIDENT,1H,107,SUSPICIOUS PERSON,2A,3667462,533263,03/11/2015 12:03:53 PM,,03/11/2015 12:03:53 PM,03/11/2015 12:04:47 PM,NAT,Necessary Action Taken,Y,2U04,Fern St & Mars Pl,,2,"(29.96070913, -90.11233676)",OTHER CFS
25399,C1566915,35,SIMPLE BATTERY,1D,103F,FIGHT,2B,3690471,549385,03/13/2015 07:05:50 PM,03/13/2015 07:05:53 PM,03/13/2015 07:05:50 PM,03/13/2015 07:55:25 PM,RTF,REPORT TO FOLLOW,Y,3U04,043XX Chef Menteur Hwy,70126.0,3,"(30.00434495, -90.03910390)",OTHER CFS
25634,C1640215,21M,MISSING ADULT,1A,107,SUSPICIOUS PERSON,2A,3671553,549055,03/14/2015 09:30:02 AM,,03/14/2015 09:30:02 AM,03/14/2015 10:41:30 AM,RTF,REPORT TO FOLLOW,Y,3J02,Harrison Ave & Marconi Dr,,3,"(30.00400987, -90.09888060)",OTHER CFS
25654,C1648315,21,COMPLAINT OTHER,1H,56D,CRIMINAL DAMAGE DOMESTIC,2C,3681199,537616,03/14/2015 10:42:16 AM,,03/14/2015 10:42:16 AM,03/14/2015 11:16:12 AM,NAT,Necessary Action Taken,Y,1B01,015XX N Roman St,70116.0,1,"(29.97226682, -90.06880637)",OTHER CFS
25687,C1667015,103D,DOMESTIC DISTURBANCE,1A,103D,DOMESTIC DISTURBANCE,2B,3703244,552427,03/14/2015 02:17:07 PM,03/14/2015 02:17:15 PM,03/14/2015 02:17:07 PM,03/14/2015 04:06:36 PM,RTF,REPORT TO FOLLOW,Y,7C02,Chef Menteur Hwy & Wilson Ave,70126.0,7,"(30.01230557, -89.99863915)",OTHER CFS
25978,C1853915,103M,MENTAL PATIENT,1A,103F,FIGHT,2B,37369000,3513814,03/15/2015 11:50:37 PM,03/15/2015 11:51:15 PM,03/15/2015 11:50:37 PM,03/16/2015 02:23:52 AM,RTF,REPORT TO FOLLOW,Y,8D05,Conti St & Bourbon St,70112.0,8,"(0, 0)",OTHER CFS
26213,C1956215,21,COMPLAINT OTHER,1H,24,MEDICAL,2B,3682941,531692,03/16/2015 07:13:41 PM,,03/16/2015 07:13:41 PM,03/16/2015 07:18:25 PM,NAT,Necessary Action Taken,Y,8B02,Toulouse St & Decatur St,70130.0,8,"(29.95592569, -90.06351118)",OTHER CFS
26347,C1997215,56D,CRIMINAL DAMAGE DOMESTIC,1A,56D,CRIMINAL DAMAGE DOMESTIC,2C,3689775,542303,03/17/2015 05:49:58 AM,03/17/2015 10:40:19 AM,03/17/2015 05:49:58 AM,03/17/2015 10:44:29 AM,UNF,UNFOUNDED,Y,5M02,029XX Florida Ave,70117.0,5,"(29.98489358, -90.04155415)",OTHER CFS
26489,C2058515,18,TRAFFIC INCIDENT,1H,107,SUSPICIOUS PERSON,2A,3695855,517931,03/17/2015 04:51:55 PM,,03/17/2015 04:51:55 PM,03/17/2015 06:13:48 PM,NAT,Necessary Action Taken,Y,4C02,033XX Behrman Hwy,70114.0,4,"(29.91768895, -90.02323150)",OTHER CFS
27182,C2244615,21,COMPLAINT OTHER,1H,24,MEDICAL,2B,3684672,533967,03/19/2015 12:43:21 AM,,03/19/2015 12:43:21 AM,03/19/2015 01:10:11 AM,NAT,Necessary Action Taken,Y,8F01,005XX Esplanade Ave,70116.0,8,"(29.96212928, -90.05796827)",OTHER CFS
27295,C2266015,18,TRAFFIC INCIDENT,1H,107,SUSPICIOUS PERSON,2A,3685104,535590,03/19/2015 08:01:43 AM,,03/19/2015 08:01:43 AM,03/19/2015 08:31:13 AM,NAT,Necessary Action Taken,Y,8F04,Burgundy St & Elysian Fields Ave,,8,"(29.96657722, -90.05654436)",OTHER CFS
28118,C2591915,21,COMPLAINT OTHER,1H,24,MEDICAL,2B,3672352,527853,03/21/2015 06:58:26 PM,,03/21/2015 06:58:26 PM,03/21/2015 07:05:48 PM,NAT,Necessary Action Taken,Y,6K01,034XX Washington Ave,70125.0,6,"(29.94568861, -90.09707895)",OTHER CFS
28142,C2603515,21,COMPLAINT OTHER,1H,24,MEDICAL,2B,3691369,541953,03/21/2015 09:01:41 PM,03/21/2015 09:03:29 PM,03/21/2015 09:01:41 PM,03/21/2015 09:32:47 PM,NAT,Necessary Action Taken,Y,5M04,Louisa St & Florida Ave,70117.0,5,"(29.98388005, -90.03653251)",OTHER CFS
28177,C2616115,21,COMPLAINT OTHER,1H,24,MEDICAL,2B,3681657,531819,03/21/2015 11:10:17 PM,03/21/2015 11:17:10 PM,03/21/2015 11:10:17 PM,03/21/2015 11:49:18 PM,NAT,Necessary Action Taken,Y,8D05,004XX Bourbon St,70130.0,8,"(29.95631508, -90.06756202)",OTHER CFS
28187,C2627515,21,COMPLAINT OTHER,1H,103F,FIGHT,2B,3682248,532665,03/22/2015 12:55:55 AM,,03/22/2015 12:55:55 AM,03/22/2015 01:43:12 AM,NAT,Necessary Action Taken,Y,8D06,007XX Bourbon St,70112.0,8,"(29.95862250, -90.06566702)",OTHER CFS
28191,C2631715,21,COMPLAINT OTHER,1H,24,MEDICAL,2B,3682135,526596,03/22/2015 01:54:40 AM,,03/22/2015 01:54:40 AM,03/22/2015 02:13:05 AM,NAT,Necessary Action Taken,Y,8G01,003XX Andrew Higgins Dr,,8,"(29.94193781, -90.06623498)",OTHER CFS
28377,C2739215,103,DISTURBANCE (OTHER),1A,103F,FIGHT,2B,3681911,532219,03/23/2015 12:16:06 AM,03/23/2015 12:18:32 AM,03/23/2015 12:16:06 AM,03/23/2015 02:45:44 AM,NAT,Necessary Action Taken,Y,8D05,005XX Bourbon St,70112.0,8,"(29.95740573, -90.06674704)",OTHER CFS
29171,C2993615,59,CRIMINAL MISCHIEF,1F,107,SUSPICIOUS PERSON,2A,3682740,534219,03/24/2015 10:13:16 PM,03/24/2015 10:13:32 PM,03/24/2015 10:13:16 PM,03/25/2015 01:12:07 AM,RTF,REPORT TO FOLLOW,Y,8E02,009XX Ursulines Ave,,8,"(29.96288174, -90.06406005)",OTHER CFS
29201,C3000315,21,COMPLAINT OTHER,1H,24,MEDICAL,2B,3684763,534124,03/24/2015 11:45:28 PM,,03/24/2015 11:45:28 PM,03/24/2015 11:46:51 PM,NAT,Necessary Action Taken,Y,8F01,005XX Frenchmen St,,8,"(29.96255777, -90.05767307)",OTHER CFS
29339,C3042515,103,DISTURBANCE (OTHER),1A,103F,FIGHT,2B,3678511,547232,03/25/2015 10:30:54 AM,03/25/2015 10:34:10 AM,03/25/2015 10:30:54 AM,03/25/2015 11:34:51 AM,NAT,Necessary Action Taken,Y,3M03,014XX Senate St,70122.0,3,"(29.99879121, -90.07696268)",OTHER CFS
29591,C3122815,21,COMPLAINT OTHER,1H,107,SUSPICIOUS PERSON,2A,3682209,533201,03/25/2015 09:22:15 PM,03/25/2015 09:23:00 PM,03/25/2015 09:22:15 PM,03/25/2015 09:30:18 PM,NAT,Necessary Action Taken,Y,8E01,008XX Dauphine St,70116.0,8,"(29.96009834, -90.06577238)",OTHER CFS
30013,C3269215,21,COMPLAINT OTHER,1H,1055,OFFICER NEEDS ASSISTANCE,2A,3681813,532089,03/26/2015 11:42:08 PM,03/26/2015 11:43:37 PM,03/26/2015 11:42:08 PM,03/27/2015 12:12:52 AM,NAT,Necessary Action Taken,Y,8D05,Bourbon St & St Louis St,70112.0,8,"(29.95705191, -90.06705979)",OTHER CFS
30194,C3346315,18,TRAFFIC INCIDENT,1H,107,SUSPICIOUS PERSON,2A,3690771,549828,03/27/2015 04:04:47 PM,,03/27/2015 04:04:47 PM,03/27/2015 05:57:06 PM,NAT,Necessary Action Taken,Y,3U04,043XX Chef Menteur Hwy,70126.0,3,"(30.00555280, -90.03814150)",OTHER CFS
30551,C3476615,21,COMPLAINT OTHER,1H,103F,FIGHT,2B,3681597,531806,03/28/2015 03:15:36 PM,03/28/2015 03:33:24 PM,03/28/2015 03:15:36 PM,03/28/2015 07:30:03 PM,NAT,Necessary Action Taken,Y,8D05,Bourbon St & Conti St,70112.0,8,"(29.95628022, -90.06775199)",OTHER CFS
31119,C3695215,103,DISTURBANCE (OTHER),1A,103F,FIGHT,2B,3680021,532098,03/30/2015 11:32:54 AM,03/30/2015 11:34:44 AM,03/30/2015 11:32:54 AM,03/30/2015 11:34:54 AM,NAT,Necessary Action Taken,Y,1E02,Basin St & Iberville St,70112.0,1,"(29.95713155, -90.07271931)",OTHER CFS
31358,C3777015,966,DRUG VIOLATIONS,1G,107,SUSPICIOUS PERSON,2A,3679836,531614,03/30/2015 11:35:55 PM,03/30/2015 11:37:46 PM,03/30/2015 11:35:55 PM,03/31/2015 01:46:43 AM,RTF,REPORT TO FOLLOW,Y,8I02,001XX Elk Pl,70112.0,8,"(29.95580730, -90.07332072)",OTHER CFS
31381,C3780015,103,DISTURBANCE (OTHER),1A,103F,FIGHT,2B,3670874,535474,03/31/2015 12:09:23 AM,,03/31/2015 12:09:23 AM,03/31/2015 12:15:48 AM,NAT,Necessary Action Taken,Y,1K02,037XX Tulane Ave,70119.0,1,"(29.96668804, -90.10148761)",OTHER CFS
31626,C3862015,21,COMPLAINT OTHER,1H,24,MEDICAL,2B,3682031,532378,03/31/2015 03:59:40 PM,,03/31/2015 03:59:40 PM,03/31/2015 05:04:43 PM,NAT,Necessary Action Taken,Y,8D06,Bourbon St & Toulouse St,70112.0,8,"(29.95783996, -90.06636321)",OTHER CFS
32156,D0122215,103,DISTURBANCE (OTHER),1A,103D,DOMESTIC DISTURBANCE,2B,3689340,535993,04/01/2015 09:19:40 PM,,04/01/2015 09:19:40 PM,04/01/2015 10:11:35 PM,NAT,Necessary Action Taken,Y,5C02,031XX Saint Claude Ave,70117.0,5,"(29.96755696, -90.04315451)",OTHER CFS
32975,D0412715,21,COMPLAINT OTHER,1H,107,SUSPICIOUS PERSON,2A,3669385,540197,04/04/2015 12:23:39 AM,04/04/2015 12:26:12 AM,04/04/2015 12:23:39 AM,04/04/2015 01:03:06 AM,RTF,REPORT TO FOLLOW,Y,3H01,047XX Iberville St,70119.0,3,"(29.97971718, -90.10602977)",OTHER CFS
33320,D0538915,21,COMPLAINT OTHER,1H,24,MEDICAL,2B,3681379,531516,04/05/2015 12:49:26 AM,,04/05/2015 12:49:26 AM,04/05/2015 12:58:29 AM,NAT,Necessary Action Taken,Y,8D04,003XX Bourbon St,70112.0,8,"(29.95548846, -90.06845211)",OTHER CFS
33534,D0609215,21,COMPLAINT OTHER,1H,24,MEDICAL,2B,3684265,533440,04/05/2015 05:05:19 PM,,04/05/2015 05:05:19 PM,04/05/2015 05:06:59 PM,NAT,Necessary Action Taken,Y,8E05,012XX Decatur St,70116.0,8,"(29.96069088, -90.05927130)",OTHER CFS
33783,D0693915,35,SIMPLE BATTERY,1D,24,MEDICAL,2B,3681447,540142,04/06/2015 10:44:26 AM,,04/06/2015 10:44:26 AM,04/06/2015 04:33:37 PM,UNF,UNFOUNDED,Y,5K04,017XX N Miro St,70119.0,5,"(29.97920617, -90.06793550)",OTHER CFS
34426,D0920915,21,COMPLAINT OTHER,1H,107,SUSPICIOUS PERSON,2A,3682236,528122,04/08/2015 02:01:23 AM,04/08/2015 02:01:40 AM,04/08/2015 02:01:23 AM,04/08/2015 02:18:03 AM,NAT,Necessary Action Taken,Y,8A02,003XX Girod St,70130.0,8,"(29.94613032, -90.06586297)",OTHER CFS
34500,D0946715,103,DISTURBANCE (OTHER),1A,103F,FIGHT,2B,3681340,536548,04/08/2015 09:12:58 AM,04/08/2015 09:19:19 AM,04/08/2015 09:12:58 AM,04/08/2015 10:26:18 AM,NAT,Necessary Action Taken,Y,1A01,014XX N Claiborne Ave,70116.0,1,"(29.96932619, -90.06839956)",OTHER CFS
34880,D1091515,966,DRUG VIOLATIONS,1G,107,SUSPICIOUS PERSON,2A,3667549,531648,04/09/2015 11:38:43 AM,04/09/2015 11:40:41 AM,04/09/2015 11:38:43 AM,04/09/2015 02:42:49 PM,RTF,REPORT TO FOLLOW,Y,2U03,029XX Broadway St,,2,"(29.95626646, -90.11211798)",OTHER CFS
34970,D1119915,103,DISTURBANCE (OTHER),1A,103D,DOMESTIC DISTURBANCE,2B,3686178,550889,04/09/2015 04:10:25 PM,04/09/2015 04:10:52 PM,04/09/2015 04:10:25 PM,04/09/2015 04:15:23 PM,NAT,Necessary Action Taken,Y,3T02,Mirabeau Ave & Painters St,70122.0,3,"(30.00861083, -90.05261457)",OTHER CFS
35063,D1148415,56D,CRIMINAL DAMAGE DOMESTIC,1A,56D,CRIMINAL DAMAGE DOMESTIC,2C,3673531,526101,04/09/2015 07:32:21 PM,04/10/2015 12:08:27 AM,04/09/2015 07:32:21 PM,04/10/2015 12:24:05 AM,UNF,UNFOUNDED,Y,6I01,028XX Clara St,70115.0,6,"(29.94083526, -90.09341804)",OTHER CFS
35142,D1170515,21,COMPLAINT OTHER,1H,103F,FIGHT,2B,3704699,558877,04/09/2015 11:42:39 PM,,04/09/2015 11:42:39 PM,04/10/2015 01:20:52 AM,NAT,Necessary Action Taken,Y,7O04,I-10 W & Crowder Blvd,,7,"(30.02999472, -89.99380396)",OTHER CFS
35889,D1445815,21,COMPLAINT OTHER,1H,107,SUSPICIOUS PERSON,2A,3683081,534356,04/12/2015 04:40:57 AM,,04/12/2015 04:40:57 AM,04/12/2015 04:44:12 AM,NAT,Necessary Action Taken,Y,8E02,Governor Nicholls St & Dauphine St,,8,"(29.96324734, -90.06297615)",OTHER CFS
36547,D1672815,21,COMPLAINT OTHER,1H,107,SUSPICIOUS PERSON,2A,3670982,519149,04/14/2015 02:12:46 AM,,04/14/2015 02:12:46 AM,04/14/2015 02:31:13 AM,NAT,Necessary Action Taken,Y,2F04,Camp St & Napoleon Ave,,2,"(29.92179662, -90.10170158)",OTHER CFS
36706,D1750215,19,DRUNK,1F,24,MEDICAL,2B,3680648,531191,04/14/2015 06:03:25 PM,04/14/2015 06:07:11 PM,04/14/2015 06:03:25 PM,04/14/2015 06:33:15 PM,NAT,Necessary Action Taken,Y,8D01,009XX Canal St,70112.0,8,"(29.95461823, -90.07077036)",OTHER CFS
36886,D1798615,58,RETURN FOR ADDITIONAL INFO,1G,107,SUSPICIOUS PERSON,2A,3675397,535134,04/15/2015 03:33:30 AM,04/15/2015 03:33:39 AM,04/15/2015 03:33:30 AM,04/15/2015 06:05:21 AM,NAT,Necessary Action Taken,Y,1I03,Canal St & N Broad St,,1,"(29.96561936, -90.08721589)",OTHER CFS
36930,D1814515,103D,DOMESTIC DISTURBANCE,1A,103D,DOMESTIC DISTURBANCE,2B,3676447,527492,04/15/2015 08:32:40 AM,04/15/2015 12:40:31 PM,04/15/2015 08:32:40 AM,04/15/2015 02:54:27 PM,RTF,REPORT TO FOLLOW,Y,6J04,014XX Freret St,70113.0,6,"(29.94457401, -90.08416142)",OTHER CFS
37195,D1904415,21,COMPLAINT OTHER,1H,107,SUSPICIOUS PERSON,2A,3683503,532504,04/15/2015 08:35:02 PM,04/15/2015 08:38:16 PM,04/15/2015 08:35:02 PM,04/15/2015 09:45:14 PM,NAT,Necessary Action Taken,Y,8E04,008XX Decatur St,70116.0,8,"(29.95814157, -90.06170801)",OTHER CFS
37278,D1924215,21,COMPLAINT OTHER,1H,107,SUSPICIOUS PERSON,2A,3667526,531684,04/15/2015 11:58:09 PM,04/16/2015 12:00:08 AM,04/15/2015 11:58:09 PM,04/16/2015 02:26:16 AM,NAT,Necessary Action Taken,Y,2U03,029XX Broadway St,70125.0,2,"(29.95636599, -90.11218841)",OTHER CFS
37411,D1965115,67S,SHOPLIFTING,1C,107,SUSPICIOUS PERSON,2A,3684284,537922,04/16/2015 10:27:40 AM,,04/16/2015 10:27:40 AM,04/16/2015 11:31:16 AM,RTF,REPORT TO FOLLOW,Y,5A04,020XX N Claiborne Ave,70116.0,5,"(29.97301485, -90.05905301)",PROPERTY CRIME
