,?NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location,crime_type
22190,C0428815,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/04/2015 12:52:29 PM,,03/04/2015 12:52:29 PM,03/04/2015 01:30:32 PM,NAT,Necessary Action Taken,Y,5E01,Forstall St & Saint Claude Ave,,5,"(0, 0)",OTHER CFS
22200,C0433415,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3699722,551984,03/04/2015 01:26:20 PM,,03/04/2015 01:26:20 PM,03/04/2015 01:36:01 PM,NAT,Necessary Action Taken,Y,7C05,042XX Dale St,70126.0,7,"(30.01119901, -90.00978438)",OTHER CFS
22252,C0455215,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3661543,531601,03/04/2015 04:20:00 PM,03/04/2015 04:20:27 PM,03/04/2015 04:20:00 PM,03/04/2015 04:38:29 PM,NAT,Necessary Action Taken,Y,2K02,Eagle St & Hickory St,70118.0,2,"(29.95631071, -90.13108203)",OTHER CFS
22259,C0458615,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3667795,544642,03/04/2015 04:43:56 PM,03/04/2015 04:44:40 PM,03/04/2015 04:43:56 PM,03/04/2015 04:50:47 PM,GOA,GONE ON ARRIVAL,Y,3E01,056XX Hawthorne Pl,70124.0,3,"(29.99198724, -90.11090107)",OTHER CFS
22280,C0466315,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3683784,537318,03/04/2015 05:33:37 PM,,03/04/2015 05:33:37 PM,03/04/2015 05:54:46 PM,NAT,Necessary Action Taken,Y,5A01,N Villere St & Pauger St,,5,"(29.97137003, -90.06065370)",OTHER CFS
22298,C0474115,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3704827,554348,03/04/2015 06:35:41 PM,03/04/2015 06:35:45 PM,03/04/2015 06:35:41 PM,03/04/2015 06:51:19 PM,UNF,UNFOUNDED,Y,7F02,046XX Werner Dr,70126.0,7,"(30.01753624, -89.99356722)",OTHER CFS
22299,C0474315,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3699561,553621,03/04/2015 06:36:23 PM,,03/04/2015 06:36:23 PM,03/04/2015 07:00:15 PM,NAT,Necessary Action Taken,Y,7C05,Dale St & Selma St,70126.0,7,"(30.01570718, -90.01023425)",OTHER CFS
22303,C0476515,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3720445,574014,03/04/2015 07:00:22 PM,,03/04/2015 07:00:22 PM,03/04/2015 07:30:48 PM,NAT,Necessary Action Taken,Y,7K04,Curran Blvd & Sand St,70128.0,7,"(30.07109915, -89.94346866)",OTHER CFS
22333,C0484915,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3682248,532665,03/04/2015 08:21:04 PM,03/04/2015 08:21:28 PM,03/04/2015 08:21:04 PM,03/04/2015 08:35:24 PM,NAT,Necessary Action Taken,Y,8D06,007XX Bourbon St,70112.0,8,"(29.95862250, -90.06566702)",OTHER CFS
22339,C0485915,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3676550,526220,03/04/2015 08:35:34 PM,,03/04/2015 08:35:34 PM,03/04/2015 08:59:09 PM,NAT,Necessary Action Taken,Y,6H01,Saint Andrew St & S Liberty St,70113.0,6,"(29.94107271, -90.08388081)",OTHER CFS
22343,C0486715,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3681813,532089,03/04/2015 08:47:31 PM,03/04/2015 08:47:39 PM,03/04/2015 08:47:31 PM,03/04/2015 08:54:40 PM,NAT,Necessary Action Taken,Y,8D05,005XX Bourbon St,70112.0,8,"(29.95705191, -90.06705979)",OTHER CFS
22372,C0494715,95,ILLEGAL CARRYING OF WEAPON,2B,95,ILLEGAL CARRYING OF WEAPON,2B,3709660,567139,03/04/2015 10:10:09 PM,,03/04/2015 10:10:09 PM,03/04/2015 10:11:12 PM,DUP,DUPLICATE,Y,7I14,Hayne Blvd & Lehigh St,70127.0,7,"(30.05254962, -89.97782011)",OTHER CFS
22378,C0495615,95G,ILLEGAL CARRYING OF WEAPON- GUN,2B,95G,ILLEGAL CARRYING OF WEAPON- GUN,2B,3696694,517760,03/04/2015 10:22:28 PM,,03/04/2015 10:22:28 PM,03/05/2015 12:36:10 AM,RTF,REPORT TO FOLLOW,Y,4C02,038XX Texas Dr,70114.0,4,"(29.91719039, -90.02058912)",OTHER CFS
22382,C0497315,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3674955,543235,03/04/2015 10:38:35 PM,,03/04/2015 10:38:35 PM,03/04/2015 11:05:54 PM,NAT,Necessary Action Taken,Y,3I06,Friedrichs Ave & Wisner Blvd,70124.0,3,"(29.98790515, -90.08833207)",OTHER CFS
22412,C0511115,106,"OBSCENITY, EXPOSING",2A,106,"OBSCENITY, EXPOSING",2A,3674196,533618,03/05/2015 01:06:42 AM,,03/05/2015 01:06:42 AM,03/05/2015 01:07:11 AM,RTF,REPORT TO FOLLOW,Y,1K01,005XX S Broad St,,1,"(29.96148460, -90.09106111)",OTHER CFS
22445,C0509115,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3680895,532769,03/05/2015 12:36:35 AM,,03/05/2015 12:36:35 AM,03/05/2015 12:48:40 AM,NAT,Necessary Action Taken,Y,1E04,Saint Louis St & N Rampart St,70112.0,1,"(29.95895047, -90.06993714)",OTHER CFS
22448,C0509815,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3668716,549231,03/05/2015 12:45:30 AM,,03/05/2015 12:45:30 AM,03/05/2015 12:50:28 AM,NAT,Necessary Action Taken,Y,3I04,007XX Harrison Ave,70124.0,3,"(30.00457899, -90.10783795)",OTHER CFS
22464,C0513815,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3676111,526281,03/05/2015 01:54:19 AM,,03/05/2015 01:54:19 AM,03/05/2015 02:15:42 AM,NAT,Necessary Action Taken,Y,6H01,021XX La Salle St,70113.0,6,"(29.94125304, -90.08526409)",OTHER CFS
22495,C0518615,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3683493,554214,03/05/2015 03:51:51 AM,03/05/2015 03:52:00 AM,03/05/2015 03:51:51 AM,03/05/2015 04:01:35 AM,NAT,Necessary Action Taken,Y,3R01,Elysian Fields Ave & Athis St,,3,"(30.01783769, -90.06098017)",OTHER CFS
22541,C0547315,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3676677,526381,03/05/2015 10:18:52 AM,,03/05/2015 10:18:52 AM,03/05/2015 11:03:32 AM,NAT,Necessary Action Taken,Y,6H02,Felicity St & S Liberty St,70113.0,6,"(29.94151236, -90.08347499)",OTHER CFS
22572,C0562315,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3680273,535141,03/05/2015 12:50:30 PM,,03/05/2015 12:50:30 PM,03/05/2015 01:11:58 PM,NAT,Necessary Action Taken,Y,1F02,Dumaine St & N Claiborne Ave,70116.0,1,"(29.96549167, -90.07181588)",OTHER CFS
22573,C0575415,42,AGGRAVATED RAPE,2A,42,AGGRAVATED RAPE,2A,37369000,3513814,03/05/2015 03:02:38 PM,,03/05/2015 03:02:38 PM,03/05/2015 03:56:18 PM,UNF,UNFOUNDED,Y,2F04,043XX Magazine St,70115.0,2,"(0, 0)",VIOLENT CRIME
22574,C0575415,42,AGGRAVATED RAPE,2A,42,AGGRAVATED RAPE,2A,37369000,3513814,03/05/2015 03:02:38 PM,,03/05/2015 03:02:38 PM,03/05/2015 03:56:18 PM,UNF,UNFOUNDED,Y,2F04,043XX Magazine St,70115.0,2,"(0, 0)",VIOLENT CRIME
22579,C0564615,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3668410,534788,03/05/2015 01:18:01 PM,,03/05/2015 01:18:01 PM,03/05/2015 01:48:59 PM,NAT,Necessary Action Taken,Y,2U04,Washington Ave & Short St,,2,"(29.96487318, -90.10929196)",OTHER CFS
22600,C0573715,95G,ILLEGAL CARRYING OF WEAPON- GUN,2B,95G,ILLEGAL CARRYING OF WEAPON- GUN,2B,3684157,537162,03/05/2015 02:43:59 PM,03/05/2015 04:16:43 PM,03/05/2015 02:43:59 PM,03/05/2015 06:15:51 PM,RTF,REPORT TO FOLLOW,Y,5A05,013XX Blk Touro St,,5,"(29.97092871, -90.05948098)",OTHER CFS
22737,C0623115,106,"OBSCENITY, EXPOSING",2A,106,"OBSCENITY, EXPOSING",2A,3685945,534223,03/05/2015 10:07:40 PM,03/05/2015 10:21:35 PM,03/05/2015 10:07:40 PM,03/05/2015 10:34:07 PM,NAT,Necessary Action Taken,Y,8F04,Decatur St & Mandeville St,70117.0,8,"(29.96279376, -90.05393794)",OTHER CFS
22756,C0633415,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/06/2015 12:21:01 AM,,03/06/2015 12:21:01 AM,03/06/2015 12:53:02 AM,NAT,Necessary Action Taken,Y,8E01,009XX Bourbon St,70116.0,8,"(0, 0)",OTHER CFS
22774,C0638715,62L,"BURGLAR ALARM, LOCAL",2B,62L,"BURGLAR ALARM, LOCAL",2B,3683076,536133,03/06/2015 02:00:42 AM,,03/06/2015 02:00:42 AM,03/06/2015 02:12:46 AM,NAT,Necessary Action Taken,Y,1A01,Henriette Delille St & Saint Bernard Ave,70116.0,1,"(29.96813228, -90.06293164)",OTHER CFS
22783,C0641015,35D,SIMPLE BATTERY DOMESTIC,2B,35D,SIMPLE BATTERY DOMESTIC,2B,3662855,527629,03/06/2015 02:40:43 AM,,03/06/2015 02:40:43 AM,03/06/2015 04:15:21 AM,RTF,REPORT TO FOLLOW,Y,2L03,012XX Burdette St,70118.0,2,"(29.94534966, -90.12707118)",OTHER CFS
22816,C0649415,95G,ILLEGAL CARRYING OF WEAPON- GUN,2B,95G,ILLEGAL CARRYING OF WEAPON- GUN,2B,3692733,539067,03/06/2015 06:12:56 AM,03/06/2015 06:44:44 AM,03/06/2015 06:12:56 AM,03/06/2015 07:36:25 AM,RTF,REPORT TO FOLLOW,Y,5H01,021XX Bartholomew St,70117.0,5,"(29.97590366, -90.03232842)",OTHER CFS
22922,C0687515,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3680895,532769,03/06/2015 01:20:49 PM,,03/06/2015 01:20:49 PM,03/06/2015 01:53:00 PM,NAT,Necessary Action Taken,Y,1E04,005XX N Rampart St,70112.0,1,"(29.95895047, -90.06993714)",OTHER CFS
22963,C0702415,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3680217,531308,03/06/2015 04:02:23 PM,,03/06/2015 04:02:23 PM,03/06/2015 04:06:38 PM,NAT,Necessary Action Taken,Y,8I02,010XX Canal St,70112.0,8,"(29.95495197, -90.07212631)",OTHER CFS
23002,C0718815,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3674808,536486,03/06/2015 06:19:09 PM,,03/06/2015 06:19:09 PM,03/06/2015 06:40:05 PM,NAT,Necessary Action Taken,Y,1M05,N Gayoso St & Bienville St,70119.0,1,"(29.96935271, -90.08903075)",OTHER CFS
23041,C0734415,51,AGGRAVATED ARSON,2B,51,AGGRAVATED ARSON,2B,3669151,539880,03/06/2015 08:14:57 PM,,03/06/2015 08:14:57 PM,03/06/2015 08:37:36 PM,NAT,Necessary Action Taken,Y,3H01,047XX Canal St,70119.0,3,"(29.97885244, -90.10678050)",OTHER CFS
23042,C0734415,51,AGGRAVATED ARSON,2B,51,AGGRAVATED ARSON,2B,3669151,539880,03/06/2015 08:14:57 PM,,03/06/2015 08:14:57 PM,03/06/2015 08:37:36 PM,NAT,Necessary Action Taken,Y,3H01,047XX Canal St,70119.0,3,"(29.97885244, -90.10678050)",OTHER CFS
23047,C0736415,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3697767,553996,03/06/2015 08:29:50 PM,,03/06/2015 08:29:50 PM,03/06/2015 08:37:56 PM,NAT,Necessary Action Taken,Y,7C03,Majestic Oaks Dr & Dreux Ave,70126.0,7,"(30.01679265, -90.01588822)",OTHER CFS
23060,C0741315,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3681161,531233,03/06/2015 09:23:38 PM,,03/06/2015 09:23:38 PM,03/06/2015 10:17:43 PM,NAT,Necessary Action Taken,Y,8D04,002XX Bourbon St,70112.0,8,"(29.95471774, -90.06915032)",OTHER CFS
23091,C0752315,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3690680,539182,03/06/2015 11:31:20 PM,,03/06/2015 11:31:20 PM,03/07/2015 12:00:37 AM,NAT,Necessary Action Taken,Y,5G04,N Johnson St & Piety St,70117.0,5,"(29.97628305, -90.03880950)",OTHER CFS
23109,C0757015,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3687726,536275,03/07/2015 12:00:51 AM,,03/07/2015 12:00:51 AM,03/07/2015 12:08:33 AM,NAT,Necessary Action Taken,Y,5C02,028XX Saint Claude Ave,70117.0,5,"(29.96838004, -90.04824214)",OTHER CFS
23140,C0764215,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3671071,522691,03/07/2015 01:26:53 AM,03/07/2015 01:27:00 AM,03/07/2015 01:26:53 AM,03/07/2015 01:40:48 AM,NAT,Necessary Action Taken,Y,6Q01,S Saratoga St & Gen Pershing St,70115.0,6,"(29.93153362, -90.10129884)",OTHER CFS
23178,C0771415,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/07/2015 03:17:32 AM,,03/07/2015 03:17:32 AM,03/07/2015 03:37:41 AM,NAT,Necessary Action Taken,Y,8D05,005XX Bourbon St,70112.0,8,"(0, 0)",OTHER CFS
23210,C0779215,35D,SIMPLE BATTERY DOMESTIC,2B,35D,SIMPLE BATTERY DOMESTIC,2B,3679522,522841,03/07/2015 05:42:22 AM,03/07/2015 07:24:21 AM,03/07/2015 05:42:22 AM,03/07/2015 09:04:33 AM,RTF,REPORT TO FOLLOW,Y,6E01,019XX Sophie Wright Pl,70130.0,6,"(29.93169334, -90.07461458)",OTHER CFS
23227,C0789415,62L,"BURGLAR ALARM, LOCAL",2B,62L,"BURGLAR ALARM, LOCAL",2B,3678048,526164,03/07/2015 08:44:00 AM,,03/07/2015 08:44:00 AM,03/07/2015 09:00:05 AM,NAT,Necessary Action Taken,Y,6G02,015XX Oretha Castle Haley Blvd,70113.0,6,"(29.94087282, -90.07915277)",OTHER CFS
23253,C0797915,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/07/2015 10:27:39 AM,03/07/2015 10:31:58 AM,03/07/2015 10:27:39 AM,03/07/2015 11:32:46 AM,RTF,REPORT TO FOLLOW,Y,8D05,004XX Blk Royal St,70130.0,8,"(0, 0)",OTHER CFS
23284,C0809315,103D,DOMESTIC DISTURBANCE,2B,103D,DOMESTIC DISTURBANCE,2B,3680228,524122,03/07/2015 12:39:01 PM,,03/07/2015 12:39:01 PM,03/07/2015 12:46:49 PM,RTF,REPORT TO FOLLOW,Y,6E02,014XX Magazine St,70130.0,6,"(29.93519367, -90.07234233)",OTHER CFS
23339,C0832115,20I,AUTO ACCIDENT WITH INJURY,2B,20I,AUTO ACCIDENT WITH INJURY,2B,3679148,543436,03/07/2015 04:34:52 PM,,03/07/2015 04:34:52 PM,03/07/2015 04:37:20 PM,DUP,DUPLICATE,Y,3L02,Gentilly Blvd & De Saix Blvd,70119.0,3,"(29.98833318, -90.07508387)",OTHER CFS
23347,C0835315,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/07/2015 04:57:29 PM,,03/07/2015 04:57:29 PM,03/07/2015 05:12:47 PM,NAT,Necessary Action Taken,Y,8I01,St Charles Ave & Common St,70130.0,8,"(0, 0)",OTHER CFS
23362,C0842415,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3725233,570879,03/07/2015 05:53:38 PM,,03/07/2015 05:53:38 PM,03/07/2015 05:55:18 PM,NAT,Necessary Action Taken,Y,7L05,Michoud Blvd & Adventure Ave,,7,"(30.06231812, -89.92845345)",OTHER CFS
23377,C0854715,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3671045,526281,03/07/2015 07:40:48 PM,,03/07/2015 07:40:48 PM,03/07/2015 07:47:56 PM,NAT,Necessary Action Taken,Y,2R01,042XX S Derbigny St,70125.0,2,"(29.94140511, -90.10126080)",OTHER CFS
23391,C0859415,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/07/2015 08:38:01 PM,,03/07/2015 08:38:01 PM,03/07/2015 08:38:22 PM,NAT,Necessary Action Taken,Y,8B02,005XX Decatur St,70130.0,8,"(0, 0)",OTHER CFS
23398,C0864315,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3681913,532156,03/07/2015 09:29:19 PM,,03/07/2015 09:29:19 PM,03/07/2015 09:31:45 PM,NAT,Necessary Action Taken,Y,8D05,005XX Bourbon St,70130.0,8,"(29.95723207, -90.06674286)",OTHER CFS
23401,C0865215,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3681597,531806,03/07/2015 09:48:06 PM,,03/07/2015 09:48:06 PM,03/07/2015 09:59:03 PM,NAT,Necessary Action Taken,Y,8D05,Bourbon St & Conti St,70112.0,8,"(29.95628022, -90.06775199)",OTHER CFS
23468,C0890915,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/08/2015 05:03:17 AM,,03/08/2015 05:03:17 AM,03/08/2015 06:10:02 AM,NAT,Necessary Action Taken,Y,2B05,048XX Tchoupitoulas St,70115.0,2,"(0, 0)",OTHER CFS
23493,C0905915,103D,DOMESTIC DISTURBANCE,2B,103D,DOMESTIC DISTURBANCE,2B,3703870,523106,03/08/2015 09:31:33 AM,,03/08/2015 09:31:33 AM,03/08/2015 10:15:21 AM,RTF,REPORT TO FOLLOW,Y,4K03,XX Admiralty Ct,70131.0,4,"(29.93166385, -89.99774246)",OTHER CFS
23507,C0921615,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3668410,534788,03/08/2015 12:51:42 PM,,03/08/2015 12:51:42 PM,03/08/2015 01:11:29 PM,NAT,Necessary Action Taken,Y,2U04,Short St & Washington Ave,,2,"(29.96487318, -90.10929196)",OTHER CFS
23524,C0936315,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/08/2015 03:39:26 PM,,03/08/2015 03:39:26 PM,03/08/2015 04:50:04 PM,NAT,Necessary Action Taken,Y,1A01,012XX Saint Bernard Ave,70116.0,1,"(0, 0)",OTHER CFS
23531,C0940815,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3673164,539034,03/08/2015 04:26:59 PM,,03/08/2015 04:26:59 PM,03/08/2015 04:27:23 PM,NAT,Necessary Action Taken,Y,1M03,038XX Toulouse St,70119.0,1,"(29.97640748, -90.09413353)",OTHER CFS
23533,C0941215,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3686449,554457,03/08/2015 04:33:31 PM,,03/08/2015 04:33:31 PM,03/08/2015 04:38:55 PM,NAT,Necessary Action Taken,Y,3R04,Franklin Ave & Athis St,70122.0,3,"(30.01841567, -90.05163259)",OTHER CFS
23586,C0963515,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3680398,531350,03/08/2015 07:42:13 PM,,03/08/2015 07:42:13 PM,03/08/2015 07:50:49 PM,NAT,Necessary Action Taken,Y,8D01,001XX Burgundy St,70112.0,8,"(29.95506325, -90.07155340)",OTHER CFS
23590,C0964715,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3699058,532177,03/08/2015 07:52:54 PM,,03/08/2015 07:52:54 PM,03/08/2015 08:16:00 PM,NAT,Necessary Action Taken,Y,5E04,061XX Dauphine St,70117.0,5,"(29.95675912, -90.01260187)",OTHER CFS
23602,C0967515,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3682031,532378,03/08/2015 08:31:54 PM,,03/08/2015 08:31:54 PM,03/08/2015 08:43:02 PM,NAT,Necessary Action Taken,Y,8D06,006XX Bourbon St,70112.0,8,"(29.95783996, -90.06636321)",OTHER CFS
23610,C0969915,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3669186,524612,03/08/2015 08:46:12 PM,03/08/2015 08:46:22 PM,03/08/2015 08:46:12 PM,03/08/2015 09:03:57 PM,NAT,Necessary Action Taken,Y,2N03,Upperline St & Magnolia St,,2,"(29.93686914, -90.10718570)",OTHER CFS
23664,C0983515,95G,ILLEGAL CARRYING OF WEAPON- GUN,2B,95G,ILLEGAL CARRYING OF WEAPON- GUN,2B,3676261,525468,03/08/2015 11:25:30 PM,,03/08/2015 11:25:30 PM,03/08/2015 11:59:21 PM,RTF,REPORT TO FOLLOW,Y,6H01,Simon Bolivar Ave & Jackson Ave,70113.0,6,"(29.93901275, -90.08482023)",OTHER CFS
23674,C0985415,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3686257,548027,03/08/2015 11:55:13 PM,,03/08/2015 11:55:13 PM,03/09/2015 12:03:50 AM,NAT,Necessary Action Taken,Y,3Y03,Iris St & Jasmine St,70122.0,3,"(30.00074087, -90.05246666)",OTHER CFS
23681,C0986715,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3671996,525655,03/09/2015 12:12:00 AM,,03/09/2015 12:12:00 AM,03/09/2015 12:13:20 AM,NAT,Necessary Action Taken,Y,2O01,Willow St & Amelia St,70115.0,2,"(29.93965546, -90.09827882)",OTHER CFS
23688,C0987915,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3683298,534641,03/09/2015 12:25:45 AM,,03/09/2015 12:25:45 AM,03/09/2015 12:30:39 AM,NAT,Necessary Action Taken,Y,8E02,Dauphine St & Barracks St,70116.0,8,"(29.96402274, -90.06228219)",OTHER CFS
23695,C0989915,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3680875,531447,03/09/2015 01:00:52 AM,,03/09/2015 01:00:52 AM,03/09/2015 01:03:10 AM,NAT,Necessary Action Taken,Y,8D02,Dauphine St & Iberville St,70112.0,8,"(29.95531510, -90.07004436)",OTHER CFS
23752,C1003215,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/09/2015 07:05:20 AM,,03/09/2015 07:05:20 AM,03/09/2015 08:09:11 AM,NAT,Necessary Action Taken,Y,3L02,Esplanade Ave & Moss St,70119.0,3,"(0, 0)",OTHER CFS
23771,C1014515,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3674330,527983,03/09/2015 09:13:03 AM,,03/09/2015 09:13:03 AM,03/09/2015 09:34:00 AM,NAT,Necessary Action Taken,Y,6K02,030XX Jackson Ave,70125.0,6,"(29.94598704, -90.09083120)",OTHER CFS
23787,C1022115,62L,"BURGLAR ALARM, LOCAL",2B,62L,"BURGLAR ALARM, LOCAL",2B,3680654,520744,03/09/2015 10:40:00 AM,,03/09/2015 10:40:00 AM,03/09/2015 12:12:21 PM,NAT,Necessary Action Taken,Y,6B02,005XX Adele Ln,70130.0,6,"(29.92589222, -90.07111512)",OTHER CFS
23827,C1041115,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3681584,536360,03/09/2015 01:37:08 PM,,03/09/2015 01:37:08 PM,03/09/2015 01:50:38 PM,NAT,Necessary Action Taken,Y,1A01,014XX N Robertson St,70116.0,1,"(29.96880368, -90.06763569)",OTHER CFS
23853,C1046515,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3678660,534053,03/09/2015 02:33:16 PM,,03/09/2015 02:33:16 PM,03/09/2015 05:18:05 PM,NAT,Necessary Action Taken,Y,1I02,018XX Blk Conti St,,1,"(29.96254673, -90.07694958)",OTHER CFS
23871,C1055515,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3669682,525014,03/09/2015 03:42:36 PM,,03/09/2015 03:42:36 PM,03/09/2015 04:00:16 PM,NAT,Necessary Action Taken,Y,2N03,Cadiz St & Clara St,70115.0,2,"(29.93796046, -90.10560521)",OTHER CFS
23910,C1067415,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,03/09/2015 05:21:26 PM,,03/09/2015 05:21:26 PM,03/09/2015 05:34:59 PM,NAT,Necessary Action Taken,Y,8D01,Canal St & Dauphine St,70112.0,8,"(0, 0)",OTHER CFS
23929,C1075615,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3677594,535266,03/09/2015 06:29:22 PM,,03/09/2015 06:29:22 PM,03/09/2015 06:44:50 PM,NAT,Necessary Action Taken,Y,1I04,023XX Saint Louis St,70119.0,1,"(29.96591430, -90.08027302)",OTHER CFS
23939,C1080215,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3690860,528960,03/09/2015 07:13:37 PM,,03/09/2015 07:13:37 PM,03/09/2015 07:24:16 PM,NAT,Necessary Action Taken,Y,4H01,007XX Hendee St,,4,"(29.94816996, -90.03860552)",OTHER CFS
23951,C1082415,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3677157,537516,03/09/2015 07:46:36 PM,,03/09/2015 07:46:36 PM,03/09/2015 08:07:24 PM,NAT,Necessary Action Taken,Y,1J03,Dumaine St & N Broad St,70119.0,1,"(29.97211444, -90.08157574)",OTHER CFS
23983,C1094815,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3682180,529982,03/09/2015 09:55:37 PM,,03/09/2015 09:55:37 PM,03/10/2015 12:09:28 AM,NAT,Necessary Action Taken,Y,8B01,N Peters St & Canal St,70130.0,8,"(29.95124731, -90.06597577)",OTHER CFS
23994,C1098015,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3681434,537411,03/09/2015 10:48:06 PM,03/09/2015 10:49:16 PM,03/09/2015 10:48:06 PM,03/10/2015 01:03:22 AM,NAT,Necessary Action Taken,Y,1B01,015XX N Derbigny St,,1,"(29.97169711, -90.06807130)",OTHER CFS
24028,C1108015,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3672088,535108,03/10/2015 12:54:22 AM,,03/10/2015 12:54:22 AM,03/10/2015 01:23:42 AM,NAT,Necessary Action Taken,Y,1L02,S Jefferson Davis Pkwy & D'Hemecourt St,70119.0,1,"(29.96564648, -90.09766777)",OTHER CFS
24034,C1108915,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3676550,526220,03/10/2015 01:02:47 AM,,03/10/2015 01:02:47 AM,03/10/2015 01:53:40 AM,NAT,Necessary Action Taken,Y,6H01,Saint Andrew St & S Liberty St,,6,"(29.94107271, -90.08388081)",OTHER CFS
24043,C1112615,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3675451,524367,03/10/2015 02:00:16 AM,03/10/2015 02:01:12 AM,03/10/2015 02:00:16 AM,03/10/2015 03:35:10 AM,NAT,Necessary Action Taken,Y,6F02,3rd St & S Saratoga St,,6,"(29.93601020, -90.08741417)",OTHER CFS
