,?NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location,crime_type
52987,C0042615,20I,AUTO ACCIDENT WITH INJURY,2B,20,AUTO ACCIDENT,1C,3681268,529893,03/01/2015 11:14:58 AM,03/01/2015 11:16:31 AM,03/01/2015 11:17:01 AM,03/01/2015 01:14:02 PM,RTF,REPORT TO FOLLOW,N,8G04,Camp St & Gravier St,70130.0,8,"(29.95103148, -90.06885877)",OTHER CFS
53032,C0048315,103,DISTURBANCE (OTHER),2A,103,DISTURBANCE (OTHER),1A,3678193,543093,03/01/2015 12:22:12 PM,03/01/2015 12:34:43 PM,03/01/2015 12:39:11 PM,03/01/2015 12:47:29 PM,NAT,Necessary Action Taken,N,3L02,032XX Trafalgar St,70119.0,3,"(29.98741898, -90.07811052)",OTHER CFS
53120,C0057515,38D,SIMPLE ASSAULT DOMESTIC,2C,66D,EXTORTION (THREATS) DOMESTIC,1A,3697108,559950,03/01/2015 01:51:05 PM,03/01/2015 02:15:47 PM,03/01/2015 02:25:32 PM,03/01/2015 05:15:12 PM,RTF,REPORT TO FOLLOW,N,7D07,078XX Newcastle St,70126.0,7,"(30.03318696, -90.01775470)",OTHER CFS
53132,C0058915,99,WRECKLESS DRIVING,2A,99,WRECKLESS DRIVING,1D,3705742,559397,03/01/2015 02:19:10 PM,03/01/2015 02:35:47 PM,,03/01/2015 02:35:51 PM,GOA,GONE ON ARRIVAL,N,7O09,I10 W & Crowder Blvd Exit,70127.0,7,"(30.03139098, -89.99049138)",OTHER CFS
53135,C0059315,20,AUTO ACCIDENT,2A,20,AUTO ACCIDENT,1C,3704802,558837,03/01/2015 02:28:06 PM,03/01/2015 03:04:39 PM,03/01/2015 03:11:01 PM,03/01/2015 04:15:02 PM,RTF,REPORT TO FOLLOW,N,7R02,Crowder Blvd & I10 E,70127.0,7,"(30.02988062, -89.99348219)",OTHER CFS
53136,C0059515,103,DISTURBANCE (OTHER),2A,103,DISTURBANCE (OTHER),1A,3698045,525701,03/01/2015 02:29:49 PM,03/01/2015 02:31:12 PM,03/01/2015 02:33:28 PM,03/01/2015 03:45:39 PM,RTF,REPORT TO FOLLOW,N,4K01,015XX Richland Rd,70114.0,4,"(29.93898321, -90.01603649)",OTHER CFS
53189,C0067515,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,1A,37369000,3513814,03/01/2015 04:16:05 PM,03/01/2015 04:54:34 PM,03/01/2015 04:58:30 PM,03/01/2015 06:43:33 PM,NAT,Necessary Action Taken,N,8D05,005XX Bourbon St,70112.0,8,"(0, 0)",OTHER CFS
53211,C0071715,99,WRECKLESS DRIVING,2A,99,WRECKLESS DRIVING,1D,3721840,569857,03/01/2015 05:01:56 PM,03/01/2015 05:03:37 PM,,03/01/2015 05:03:44 PM,GOA,GONE ON ARRIVAL,N,7L05,I-510 N & Little Woods Exit,70128.0,7,"(30.05962248, -89.93921924)",OTHER CFS
53341,C0089915,64,ARMED ROBBERY,2A,64G,ARMED ROBBERY WITH GUN,1A,3717825,572298,03/01/2015 08:06:01 PM,03/01/2015 08:57:55 PM,03/01/2015 09:13:48 PM,03/01/2015 10:38:31 PM,RTF,REPORT TO FOLLOW,N,7K06,Vincent Rd & Wales St,70128.0,7,"(30.06646853, -89.95181562)",VIOLENT CRIME
53342,C0089915,64,ARMED ROBBERY,2A,64G,ARMED ROBBERY WITH GUN,1A,3717825,572298,03/01/2015 08:06:01 PM,03/01/2015 08:57:55 PM,03/01/2015 09:13:48 PM,03/01/2015 10:38:31 PM,RTF,REPORT TO FOLLOW,N,7K06,Vincent Rd & Wales St,70128.0,7,"(30.06646853, -89.95181562)",VIOLENT CRIME
53391,C0100415,52F,FIRE,2A,52F,FIRE,1B,3674113,527874,03/01/2015 09:23:38 PM,03/01/2015 09:25:12 PM,03/01/2015 09:34:46 PM,03/01/2015 09:39:07 PM,NAT,Necessary Action Taken,N,6K02,023XX S Derbigny St,70125.0,6,"(29.94569335, -90.09151810)",OTHER CFS
53422,C0107915,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,1A,37369000,3513814,03/01/2015 10:24:50 PM,03/01/2015 11:01:28 PM,03/01/2015 11:09:54 PM,03/01/2015 11:22:13 PM,NAT,Necessary Action Taken,N,4C02,032XX Memorial Park Dr,,4,"(0, 0)",OTHER CFS
53472,C0115115,20,AUTO ACCIDENT,2A,20,AUTO ACCIDENT,1C,3691605,548833,03/02/2015 12:39:53 AM,03/02/2015 12:40:40 AM,03/02/2015 12:54:24 AM,03/02/2015 01:04:18 AM,UNF,UNFOUNDED,N,3U01,I-10 E & Louisa St,70126.0,3,"(30.00278990, -90.03554298)",OTHER CFS
53584,C0130515,34S,AGGRAVATED BATTERY BY SHOOTING,2B,21,COMPLAINT OTHER,1H,3701561,552276,03/02/2015 06:48:15 AM,03/02/2015 06:48:15 AM,,03/02/2015 06:48:28 AM,RTF,REPORT TO FOLLOW,N,7C04,072XX Chef Menteur Hwy,70126.0,7,"(30.01194469, -90.00396273)",VIOLENT CRIME
53628,C0135715,20I,AUTO ACCIDENT WITH INJURY,2B,20,AUTO ACCIDENT,1C,3691628,548547,03/02/2015 08:09:15 AM,03/02/2015 08:13:28 AM,03/02/2015 09:19:26 AM,03/02/2015 09:59:03 AM,RTF,REPORT TO FOLLOW,N,5Q04,Louisa St & Almonaster Ave,70126.0,5,"(30.00200257, -90.03548088)",OTHER CFS
53660,C0139515,20I,AUTO ACCIDENT WITH INJURY,2B,20,AUTO ACCIDENT,1C,3684013,548085,03/02/2015 08:51:57 AM,03/02/2015 09:17:25 AM,03/02/2015 10:04:43 AM,03/02/2015 10:40:21 AM,RTF,REPORT TO FOLLOW,N,3Q04,Elysian Fields Ave & Pelopidas St,70122.0,3,"(30.00096800, -90.05955075)",OTHER CFS
53688,C0143215,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,1A,37369000,3513814,03/02/2015 09:47:41 AM,03/02/2015 12:55:14 PM,03/02/2015 01:00:21 PM,03/02/2015 02:07:32 PM,NAT,Necessary Action Taken,N,3Q01,003XX Wallace Dr,70122.0,3,"(0, 0)",OTHER CFS
53713,C0146015,20I,AUTO ACCIDENT WITH INJURY,2B,100,HIT & RUN,1E,3682699,526707,03/02/2015 10:08:15 AM,03/02/2015 12:25:35 PM,03/02/2015 12:26:12 PM,03/02/2015 01:37:19 PM,RTF,REPORT TO FOLLOW,N,8A01,Convention Center Blvd & N Diamond St,70130.0,8,"(29.94222657, -90.06445185)",OTHER CFS
53805,C0157715,21,COMPLAINT OTHER,2A,21,COMPLAINT OTHER,1H,3683124,537069,03/02/2015 11:51:59 AM,03/02/2015 11:58:07 AM,03/02/2015 12:11:32 PM,03/02/2015 12:18:26 PM,UNF,UNFOUNDED,N,5A01,013XX Annette St,70116.0,5,"(29.97070495, -90.06274599)",OTHER CFS
53937,C0175615,21,COMPLAINT OTHER,2A,21,COMPLAINT OTHER,1H,3681911,531060,03/02/2015 02:21:04 PM,03/02/2015 02:21:38 PM,03/02/2015 02:25:57 PM,03/02/2015 02:56:34 PM,NAT,Necessary Action Taken,N,8C02,006XX Bienville St,70130.0,8,"(29.95422078, -90.06678757)",OTHER CFS
53948,C0176815,103M,MENTAL PATIENT,2A,103,DISTURBANCE (OTHER),1A,37369000,3513814,03/02/2015 02:33:55 PM,03/02/2015 04:37:20 PM,03/02/2015 04:45:20 PM,03/02/2015 04:59:59 PM,GOA,GONE ON ARRIVAL,N,6P01,036XX Prytania St,70115.0,6,"(0, 0)",OTHER CFS
53974,C0179415,20I,AUTO ACCIDENT WITH INJURY,2B,20,AUTO ACCIDENT,1C,3666806,533630,03/02/2015 02:57:52 PM,03/02/2015 03:13:48 PM,03/02/2015 03:38:37 PM,03/02/2015 04:44:44 PM,RTF,REPORT TO FOLLOW,N,2T03,Oleander St & S Carrollton Ave,70118.0,2,"(29.96173802, -90.11439625)",OTHER CFS
54036,C0186015,62A,"BURGLAR ALARM, SILENT",2C,67A,AUTO THEFT,1B,3679771,546052,03/02/2015 03:54:09 PM,03/02/2015 03:55:47 PM,03/02/2015 04:09:37 PM,03/02/2015 04:11:39 PM,NAT,Necessary Action Taken,N,3P02,037XX Paris Ave,70122.0,3,"(29.99550651, -90.07302499)",OTHER CFS
54084,C0193015,20,AUTO ACCIDENT,2A,20,AUTO ACCIDENT,1C,3680715,525946,03/02/2015 04:57:32 PM,03/02/2015 05:53:29 PM,03/02/2015 06:00:30 PM,03/02/2015 07:06:38 PM,RTF,REPORT TO FOLLOW,N,6E04,Magazine St & Calliope St,70130.0,6,"(29.94019317, -90.07074179)",OTHER CFS
54150,C0203215,103D,DOMESTIC DISTURBANCE,2B,103D,DOMESTIC DISTURBANCE,1A,3675272,533115,03/02/2015 06:33:21 PM,03/02/2015 07:15:34 PM,03/02/2015 07:22:44 PM,03/02/2015 08:00:31 PM,RTF,REPORT TO FOLLOW,N,1G02,024XX Tulane Ave,70119.0,1,"(29.96007174, -90.08767823)",OTHER CFS
54215,C0212415,103,DISTURBANCE (OTHER),2A,103,DISTURBANCE (OTHER),1A,3690360,537692,03/02/2015 08:04:49 PM,03/02/2015 09:06:04 PM,,03/02/2015 09:38:59 PM,NAT,Necessary Action Taken,N,5G04,033XX N Claiborne Ave,70117.0,5,"(29.97219537, -90.03987240)",OTHER CFS
54241,C0217015,67S,SHOPLIFTING,2A,67S,SHOPLIFTING,1C,3724143,558705,03/02/2015 08:55:34 PM,03/02/2015 09:05:39 PM,03/02/2015 09:12:55 PM,03/02/2015 10:10:08 PM,RTF,REPORT TO FOLLOW,N,7M01,129XX Chef Menteur Hwy,70129.0,7,"(30.02888217, -89.93237131)",PROPERTY CRIME
54242,C0217015,67S,SHOPLIFTING,2A,67S,SHOPLIFTING,1C,3724143,558705,03/02/2015 08:55:34 PM,03/02/2015 09:05:39 PM,03/02/2015 09:12:55 PM,03/02/2015 10:10:08 PM,RTF,REPORT TO FOLLOW,N,7M01,129XX Chef Menteur Hwy,70129.0,7,"(30.02888217, -89.93237131)",PROPERTY CRIME
54263,C0220115,103,DISTURBANCE (OTHER),2A,103,DISTURBANCE (OTHER),1A,3697020,525582,03/02/2015 09:23:01 PM,03/02/2015 09:24:45 PM,,03/02/2015 10:07:47 PM,GOA,GONE ON ARRIVAL,N,4J02,035XX General Meyer Ave,70114.0,4,"(29.93868800, -90.01927601)",OTHER CFS
54287,C0224215,103F,FIGHT,2B,37,AGGRAVATED ASSAULT,1C,3671822,545143,03/02/2015 10:07:14 PM,03/02/2015 11:37:40 PM,03/02/2015 11:52:19 PM,03/03/2015 12:12:14 AM,RTF,REPORT TO FOLLOW,N,3I06,X Palm Dr,70124.0,3,"(29.99324671, -90.09816357)",OTHER CFS
54305,C0226815,62R,RESIDENCE BURGLARY,2C,62R,RESIDENCE BURGLARY,1C,3675304,555424,03/02/2015 10:41:56 PM,,,03/02/2015 10:44:06 PM,VOI,VOID,N,3K02,XX Heron St,70124.0,3,"(30.02141021, -90.08681274)",PROPERTY CRIME
54306,C0226815,62R,RESIDENCE BURGLARY,2C,62R,RESIDENCE BURGLARY,1C,3675304,555424,03/02/2015 10:41:56 PM,,,03/02/2015 10:44:06 PM,VOI,VOID,N,3K02,XX Heron St,70124.0,3,"(30.02141021, -90.08681274)",PROPERTY CRIME
54325,C0229415,21,COMPLAINT OTHER,2A,21,COMPLAINT OTHER,1H,3680820,537122,03/02/2015 11:37:37 PM,03/02/2015 11:38:06 PM,,03/02/2015 11:39:21 PM,VOI,VOID,N,1B01,014XX N Roman St,70116.0,1,"(29.97092165, -90.07002197)",OTHER CFS
54530,C0259515,20I,AUTO ACCIDENT WITH INJURY,2B,20,AUTO ACCIDENT,1A,3674358,539396,03/03/2015 08:19:24 AM,03/03/2015 08:39:21 AM,03/03/2015 08:54:21 AM,03/03/2015 10:56:42 AM,RTF,REPORT TO FOLLOW,N,1M01,Elaine Pl & N Jefferson Davis Pkwy,70119.0,1,"(29.97736924, -90.09035167)",OTHER CFS
54550,C0262115,95,ILLEGAL CARRYING OF WEAPON,2B,21,COMPLAINT OTHER,1H,3680863,539119,03/03/2015 08:47:43 AM,03/03/2015 08:47:43 AM,03/03/2015 08:47:49 AM,03/03/2015 08:57:51 AM,RTF,REPORT TO FOLLOW,N,1C01,016XX N Galvez St,70119.0,1,"(29.97641188, -90.06981704)",OTHER CFS
54573,C0264515,20,AUTO ACCIDENT,2A,20,AUTO ACCIDENT,1C,3710276,561560,03/03/2015 09:04:01 AM,03/03/2015 09:06:03 AM,03/03/2015 09:10:54 AM,03/03/2015 09:48:41 AM,RTF,REPORT TO FOLLOW,N,7I06,I-10 W & Read Blvd,70127.0,7,"(30.03719174, -89.97608070)",OTHER CFS
54645,C0273915,21,COMPLAINT OTHER,2A,21,COMPLAINT OTHER,1H,3682782,541518,03/03/2015 10:12:10 AM,03/03/2015 11:24:58 AM,03/03/2015 11:26:32 AM,03/03/2015 12:08:28 PM,NAT,Necessary Action Taken,N,5K02,025XX Annette St,70119.0,5,"(29.98294967, -90.06366988)",OTHER CFS
54844,C0300515,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,03/03/2015 01:48:57 PM,03/03/2015 01:56:45 PM,03/03/2015 01:59:49 PM,03/03/2015 02:43:26 PM,NAT,Necessary Action Taken,N,1M04,003XX N Rendon St,70119.0,1,"(0, 0)",OTHER CFS
54866,C0303415,21,COMPLAINT OTHER,2A,21,COMPLAINT OTHER,1H,3697268,522271,03/03/2015 02:13:53 PM,03/03/2015 02:17:04 PM,03/03/2015 02:26:53 PM,03/03/2015 02:38:57 PM,NAT,Necessary Action Taken,N,4J01,022XX Cobblestone Ln,70114.0,4,"(29.92957833, -90.01861441)",OTHER CFS
54883,C0298015,65P,"SIMPLE ROBBERY, PROPERTY SNATCHING",2B,67,THEFT,1E,3677241,531140,03/03/2015 02:26:29 PM,03/03/2015 03:39:55 PM,03/03/2015 03:49:35 PM,03/03/2015 04:58:45 PM,RTF,REPORT TO FOLLOW,N,8J02,S Claiborne Ave & Perdido St,70112.0,8,"(29.95458073, -90.08153135)",PROPERTY CRIME
54884,C0298015,65P,"SIMPLE ROBBERY, PROPERTY SNATCHING",2B,67,THEFT,1E,3677241,531140,03/03/2015 02:26:29 PM,03/03/2015 03:39:55 PM,03/03/2015 03:49:35 PM,03/03/2015 04:58:45 PM,RTF,REPORT TO FOLLOW,N,8J02,S Claiborne Ave & Perdido St,70112.0,8,"(29.95458073, -90.08153135)",PROPERTY CRIME
54909,C0308615,103D,DOMESTIC DISTURBANCE,2B,67,THEFT,1E,3690123,534558,03/03/2015 02:58:20 PM,03/03/2015 05:39:52 PM,,03/03/2015 07:34:49 PM,RTF,REPORT TO FOLLOW,N,5D01,034XX Dauphine St,70117.0,5,"(29.96358534, -90.04073086)",OTHER CFS
54925,C0310515,43B,SEXUAL BATTERY,2B,21,COMPLAINT OTHER,1A,37369000,3513814,03/03/2015 03:15:58 PM,03/03/2015 04:54:52 PM,,03/03/2015 08:26:54 PM,DUP,DUPLICATE,N,6P01,009XX Marengo St,70115.0,6,"(0, 0)",OTHER CFS
54926,C0310515,43B,SEXUAL BATTERY,2B,21,COMPLAINT OTHER,1A,37369000,3513814,03/03/2015 03:15:58 PM,03/03/2015 04:54:52 PM,,03/03/2015 08:26:54 PM,DUP,DUPLICATE,N,6P01,009XX Marengo St,70115.0,6,"(0, 0)",OTHER CFS
55004,C0320715,20,AUTO ACCIDENT,2A,20,AUTO ACCIDENT,1C,3687277,544873,03/03/2015 04:26:30 PM,03/03/2015 04:27:17 PM,03/03/2015 04:33:31 PM,03/03/2015 06:38:19 PM,RTF,REPORT TO FOLLOW,N,3Y04,I610 E & Franklin Ave,70122.0,3,"(29.99203557, -90.04935375)",OTHER CFS
55110,C0334615,103,DISTURBANCE (OTHER),2A,103,DISTURBANCE (OTHER),1A,3681162,533244,03/03/2015 06:20:27 PM,03/03/2015 06:21:32 PM,03/03/2015 06:25:12 PM,03/03/2015 06:39:07 PM,NAT,Necessary Action Taken,N,1E03,006XX N Rampart St,70112.0,1,"(29.96024903, -90.06907651)",OTHER CFS
55134,C0338315,20I,AUTO ACCIDENT WITH INJURY,2B,20,AUTO ACCIDENT,1C,3672063,540672,03/03/2015 06:54:45 PM,03/03/2015 06:57:01 PM,03/03/2015 07:11:55 PM,03/03/2015 08:50:16 PM,RTF,REPORT TO FOLLOW,N,3H02,N Solomon St & Orleans Ave,70119.0,3,"(29.98094550, -90.09755502)",OTHER CFS
55267,C0356615,35,SIMPLE BATTERY,2A,35,SIMPLE BATTERY,1D,3672324,534630,03/03/2015 09:42:03 PM,03/04/2015 12:05:36 AM,03/04/2015 12:08:32 AM,03/04/2015 01:16:57 AM,UNF,UNFOUNDED,N,1K01,032XX Tulane Ave,70119.0,1,"(29.96432343, -90.09693577)",OTHER CFS
55378,C0371415,62R,RESIDENCE BURGLARY,2A,62R,RESIDENCE BURGLARY,1C,3702565,557257,03/04/2015 12:14:48 AM,03/04/2015 01:43:14 AM,03/04/2015 03:16:21 AM,03/04/2015 04:03:18 AM,RTF,REPORT TO FOLLOW,N,7Q03,077XX S Coronet Ct,70126.0,7,"(30.02560663, -90.00060749)",PROPERTY CRIME
55379,C0371415,62R,RESIDENCE BURGLARY,2A,62R,RESIDENCE BURGLARY,1C,3702565,557257,03/04/2015 12:14:48 AM,03/04/2015 01:43:14 AM,03/04/2015 03:16:21 AM,03/04/2015 04:03:18 AM,RTF,REPORT TO FOLLOW,N,7Q03,077XX S Coronet Ct,70126.0,7,"(30.02560663, -90.00060749)",PROPERTY CRIME
55446,C0380215,42,AGGRAVATED RAPE,2A,43,SIMPLE RAPE,1A,37369000,3513814,03/04/2015 02:38:36 AM,03/04/2015 02:49:53 AM,03/04/2015 02:53:58 AM,03/04/2015 04:51:44 AM,RTF,REPORT TO FOLLOW,N,6M01,038XX 4th St,70125.0,6,"(0, 0)",VIOLENT CRIME
55447,C0380215,42,AGGRAVATED RAPE,2A,43,SIMPLE RAPE,1A,37369000,3513814,03/04/2015 02:38:36 AM,03/04/2015 02:49:53 AM,03/04/2015 02:53:58 AM,03/04/2015 04:51:44 AM,RTF,REPORT TO FOLLOW,N,6M01,038XX 4th St,70125.0,6,"(0, 0)",VIOLENT CRIME
55577,C0399515,20I,AUTO ACCIDENT WITH INJURY,2B,20,AUTO ACCIDENT,1C,3674055,520890,03/04/2015 08:17:54 AM,03/04/2015 08:51:44 AM,03/04/2015 08:55:50 AM,03/04/2015 09:51:43 AM,RTF,REPORT TO FOLLOW,N,6P01,Prytania St & Delachaise St,70115.0,6,"(29.92649316, -90.09194060)",OTHER CFS
55650,C0409115,20,AUTO ACCIDENT,2A,20,AUTO ACCIDENT,1C,3670789,534246,03/04/2015 09:38:47 AM,03/04/2015 09:39:31 AM,03/04/2015 09:59:49 AM,03/04/2015 11:59:24 AM,RTF,REPORT TO FOLLOW,N,1K02,I-10 W & Carrollton Airline Exit,70119.0,1,"(29.96331387, -90.10179640)",OTHER CFS
55843,C0434015,103M,MENTAL PATIENT,2A,103,DISTURBANCE (OTHER),1A,37369000,3513814,03/04/2015 01:29:41 PM,03/04/2015 01:36:01 PM,03/04/2015 01:43:03 PM,03/04/2015 02:33:20 PM,NAT,Necessary Action Taken,N,8J01,014XX Poydras St,70113.0,8,"(0, 0)",OTHER CFS
55892,C0441515,20I,AUTO ACCIDENT WITH INJURY,2B,20,AUTO ACCIDENT,1C,3692046,550053,03/04/2015 02:33:28 PM,03/04/2015 04:33:23 PM,,03/04/2015 06:55:49 PM,RTF,REPORT TO FOLLOW,N,3U02,Chef Menteur Hwy & Desire Pkwy,70126.0,3,"(30.00613048, -90.03410537)",OTHER CFS
55912,C0443515,20I,AUTO ACCIDENT WITH INJURY,2B,20,AUTO ACCIDENT,1C,3687556,540588,03/04/2015 02:51:12 PM,,,03/04/2015 03:56:52 PM,DUP,DUPLICATE,N,5L02,Franklin Ave & N Miro St,70117.0,5,"(29.98024622, -90.04862406)",OTHER CFS
55941,C0446715,99,WRECKLESS DRIVING,2A,99,WRECKLESS DRIVING,1D,3683324,544468,03/04/2015 03:16:03 PM,03/04/2015 03:17:29 PM,,03/04/2015 03:17:33 PM,GOA,GONE ON ARRIVAL,N,3X01,I-610 E & Elysian Fields Exit,70122.0,3,"(29.99104318, -90.06185526)",OTHER CFS
55946,C0447315,21,COMPLAINT OTHER,2H,21,COMPLAINT OTHER,1H,3679218,532327,03/04/2015 03:19:38 PM,,,03/04/2015 03:21:36 PM,DUP,DUPLICATE,N,1E02,015XX Canal St,70112.0,1,"(29.95778524, -90.07524546)",OTHER CFS
55965,C0450215,100I,HIT & RUN WITH INJURIES,2B,20,AUTO ACCIDENT,1A,3670399,525796,03/04/2015 03:39:56 PM,03/04/2015 03:56:13 PM,03/04/2015 04:04:43 PM,03/04/2015 05:23:18 PM,RTF,REPORT TO FOLLOW,N,2O01,S Claiborne Ave & Napoleon Ave,70125.0,2,"(29.94008912, -90.10331723)",OTHER CFS
55981,C0452715,100I,HIT & RUN WITH INJURIES,2B,20,AUTO ACCIDENT,1A,3694264,534743,03/04/2015 03:57:04 PM,03/04/2015 04:02:26 PM,,03/04/2015 07:09:47 PM,RTF,REPORT TO FOLLOW,N,5D04,St Claude Bridge West,70117.0,5,"(29.96396647, -90.02765030)",OTHER CFS
55982,C0452815,103,DISTURBANCE (OTHER),2A,103,DISTURBANCE (OTHER),1A,3691133,527084,03/04/2015 03:58:00 PM,03/04/2015 04:04:00 PM,03/04/2015 04:10:16 PM,03/04/2015 04:20:29 PM,NAT,Necessary Action Taken,N,4B05,011XX Sumner St,70114.0,4,"(29.94300246, -90.03780870)",OTHER CFS
56075,C0467215,20I,AUTO ACCIDENT WITH INJURY,2B,20,AUTO ACCIDENT,1C,3691560,549285,03/04/2015 05:43:02 PM,03/04/2015 05:51:29 PM,03/04/2015 06:01:15 PM,03/04/2015 08:56:21 PM,RTF,REPORT TO FOLLOW,N,3U02,Louisa St & Old Gentilly Rd,70126.0,3,"(30.00403582, -90.03566632)",OTHER CFS
56139,C0475315,20I,AUTO ACCIDENT WITH INJURY,2B,20,AUTO ACCIDENT,1C,3675057,519643,03/04/2015 06:49:47 PM,03/04/2015 07:04:26 PM,03/04/2015 07:18:02 PM,03/04/2015 09:48:11 PM,RTF,REPORT TO FOLLOW,N,6D01,Louisiana Ave & Magazine St,70115.0,6,"(29.92303379, -90.08882035)",OTHER CFS
56641,C0549215,20,AUTO ACCIDENT,2A,20,AUTO ACCIDENT,1C,3673390,532060,03/05/2015 10:40:26 AM,03/05/2015 10:48:22 AM,03/05/2015 11:16:26 AM,03/05/2015 12:42:49 PM,RTF,REPORT TO FOLLOW,N,6M04,US90B W & I-10 E,70125.0,6,"(29.95722534, -90.09365988)",OTHER CFS
56753,C0562615,103D,DOMESTIC DISTURBANCE,2B,21,COMPLAINT OTHER,1H,3687401,526104,03/05/2015 12:57:09 PM,03/05/2015 01:03:54 PM,03/05/2015 01:08:32 PM,03/05/2015 02:43:12 PM,RTF,REPORT TO FOLLOW,N,4A06,005XX Ptolemy St,70114.0,4,"(29.94042551, -90.04962599)",OTHER CFS
56872,C0578515,20I,AUTO ACCIDENT WITH INJURY,2B,20,AUTO ACCIDENT,1C,3684831,552505,03/05/2015 03:34:14 PM,03/05/2015 03:44:05 PM,03/05/2015 03:56:12 PM,03/05/2015 05:11:32 PM,RTF,REPORT TO FOLLOW,N,3R03,Filmore Ave & Spain St,70122.0,3,"(30.01309749, -90.05681263)",OTHER CFS
57026,C0602115,29S,SUICIDE,2A,29S,SUICIDE,1B,37369000,3513814,03/05/2015 06:16:59 PM,03/05/2015 06:19:41 PM,03/05/2015 06:32:32 PM,03/05/2015 10:48:20 PM,RTF,REPORT TO FOLLOW,N,2E04,003XX Walnut St,70118.0,2,"(0, 0)",OTHER CFS
57027,C0602115,29S,SUICIDE,2A,29S,SUICIDE,1B,37369000,3513814,03/05/2015 06:16:59 PM,03/05/2015 06:19:41 PM,03/05/2015 06:32:32 PM,03/05/2015 10:48:20 PM,RTF,REPORT TO FOLLOW,N,2E04,003XX Walnut St,70118.0,2,"(0, 0)",OTHER CFS
57041,C0603915,64,ARMED ROBBERY,2A,67A,AUTO THEFT,1B,3676751,533509,03/05/2015 06:36:14 PM,03/05/2015 09:11:00 PM,03/05/2015 11:21:04 PM,03/05/2015 11:46:00 PM,RTF,REPORT TO FOLLOW,N,1H01,S Galvez St & Cleveland Ave,70119.0,1,"(29.96110845, -90.08299447)",VIOLENT CRIME
57042,C0603915,64,ARMED ROBBERY,2A,67A,AUTO THEFT,1B,3676751,533509,03/05/2015 06:36:14 PM,03/05/2015 09:11:00 PM,03/05/2015 11:21:04 PM,03/05/2015 11:46:00 PM,RTF,REPORT TO FOLLOW,N,1H01,S Galvez St & Cleveland Ave,70119.0,1,"(29.96110845, -90.08299447)",VIOLENT CRIME
57081,C0609615,35D,SIMPLE BATTERY DOMESTIC,2B,56,SIMPLE CRIMINAL DAMAGE,1D,3689691,540010,03/05/2015 07:36:59 PM,03/05/2015 11:26:23 PM,03/05/2015 11:45:27 PM,03/06/2015 03:43:30 AM,RTF,REPORT TO FOLLOW,N,5M03,021XX Feliciana St,70117.0,5,"(29.97859145, -90.04190236)",OTHER CFS
57154,C0619415,43,SIMPLE RAPE,2D,35D,SIMPLE BATTERY DOMESTIC,1A,37369000,3513814,03/05/2015 09:14:36 PM,03/05/2015 11:55:46 PM,03/06/2015 12:11:05 AM,03/06/2015 06:17:37 AM,RTF,REPORT TO FOLLOW,N,2L03,012XX Burdette St,70118.0,2,"(0, 0)",VIOLENT CRIME
57155,C0619415,43,SIMPLE RAPE,2D,35D,SIMPLE BATTERY DOMESTIC,1A,37369000,3513814,03/05/2015 09:14:36 PM,03/05/2015 11:55:46 PM,03/06/2015 12:11:05 AM,03/06/2015 06:17:37 AM,RTF,REPORT TO FOLLOW,N,2L03,012XX Burdette St,70118.0,2,"(0, 0)",VIOLENT CRIME
57172,C0621215,20I,AUTO ACCIDENT WITH INJURY,2B,20,AUTO ACCIDENT,1C,3678206,538923,03/05/2015 09:38:40 PM,03/05/2015 09:54:22 PM,,03/05/2015 10:53:10 PM,RTF,REPORT TO FOLLOW,N,1J04,Esplanade Ave & N Broad Ave,70119.0,1,"(29.97595105, -90.07821425)",OTHER CFS
57183,C0622615,18,TRAFFIC INCIDENT,2A,18,TRAFFIC INCIDENT,1H,3675548,530262,03/05/2015 09:57:27 PM,03/05/2015 10:05:12 PM,03/05/2015 10:07:58 PM,03/05/2015 10:23:14 PM,UNF,UNFOUNDED,N,6L01,US90B Exit & S Claiborne Exit,70113.0,6,"(29.95221616, -90.08690572)",OTHER CFS
57209,C0625315,21,COMPLAINT OTHER,2A,21,COMPLAINT OTHER,1H,3679370,545078,03/05/2015 10:33:51 PM,03/05/2015 11:01:50 PM,03/05/2015 11:07:24 PM,03/05/2015 11:15:28 PM,UNF,UNFOUNDED,N,3M02,015XX Lafreniere St,70122.0,3,"(29.99284138, -90.07432297)",OTHER CFS
57495,C0665315,103,DISTURBANCE (OTHER),2A,103,DISTURBANCE (OTHER),1A,3707093,553713,03/06/2015 09:34:18 AM,03/06/2015 09:49:49 AM,03/06/2015 10:02:51 AM,03/06/2015 11:16:25 AM,RTF,REPORT TO FOLLOW,N,7F04,044XX Gawain Dr,70127.0,7,"(30.01571860, -89.98643319)",OTHER CFS
