,?NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location,crime_type
40118,D2973115,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,04/24/2015 02:01:27 AM,,04/24/2015 02:01:27 AM,04/24/2015 02:16:14 AM,NAT,Necessary Action Taken,Y,8C01,001XX Chartres St,70130.0,8,"(0, 0)",OTHER CFS
40172,D2983415,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3681087,532267,04/24/2015 05:15:09 AM,04/24/2015 05:22:37 AM,04/24/2015 05:15:09 AM,04/24/2015 05:51:58 AM,NAT,Necessary Action Taken,Y,8D03,004XX Burgundy St,70112.0,8,"(29.95756396, -90.06934827)",OTHER CFS
40508,D3115115,103F,FIGHT,2B,21,COMPLAINT OTHER,1H,3680967,530913,04/25/2015 02:32:29 AM,04/25/2015 02:34:47 AM,04/25/2015 02:32:29 AM,04/25/2015 06:05:52 AM,RTF,REPORT TO FOLLOW,Y,8D01,001XX Bourbon St,70130.0,8,"(29.95384466, -90.06977181)",OTHER CFS
40568,D3127015,1028P,VEHICLE PURSUIT,2A,21,COMPLAINT OTHER,1H,3674907,535502,04/25/2015 05:35:10 AM,04/25/2015 05:39:10 AM,04/25/2015 05:35:10 AM,04/25/2015 05:51:18 AM,NAT,Necessary Action Taken,Y,1M05,Canal St & N White St,70119.0,1,"(29.96664593, -90.08874911)",OTHER CFS
40570,D3127715,100I,HIT & RUN WITH INJURIES,2B,100,HIT & RUN,1E,3677035,533881,04/25/2015 05:53:36 AM,04/25/2015 05:54:38 AM,04/25/2015 05:53:36 AM,04/25/2015 11:33:11 AM,RTF,REPORT TO FOLLOW,Y,1I02,N Galvez St & Canal St,,1,"(29.96212418, -90.08208512)",OTHER CFS
40687,D3173515,35D,SIMPLE BATTERY DOMESTIC,2B,21,COMPLAINT OTHER,1H,3674898,527991,04/25/2015 02:22:27 PM,04/25/2015 03:12:19 PM,04/25/2015 02:22:27 PM,04/25/2015 06:17:06 PM,RTF,REPORT TO FOLLOW,Y,6L01,020XX S Claiborne Ave,70125.0,6,"(29.94599154, -90.08903779)",OTHER CFS
40790,D3207115,20I,AUTO ACCIDENT WITH INJURY,2B,20,AUTO ACCIDENT,1C,3671359,538753,04/25/2015 08:04:07 PM,04/25/2015 08:10:44 PM,04/25/2015 08:04:07 PM,04/25/2015 09:43:56 PM,RTF,REPORT TO FOLLOW,Y,3H01,002XX N Carrollton Ave,70119.0,3,"(29.97568925, -90.09984591)",OTHER CFS
40888,D3240315,103F,FIGHT,2B,103,DISTURBANCE (OTHER),1A,3682445,530709,04/26/2015 12:56:29 AM,04/26/2015 12:56:41 AM,04/26/2015 12:56:29 AM,04/26/2015 01:04:19 AM,UNF,UNFOUNDED,Y,8B02,N Peters St & Bienville St,70130.0,8,"(29.95323762, -90.06511300)",OTHER CFS
41166,D3344915,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,04/26/2015 09:43:02 PM,,04/26/2015 09:43:02 PM,04/26/2015 09:45:06 PM,NAT,Necessary Action Taken,Y,8D06,006XX Bourbon St,70112.0,8,"(0, 0)",OTHER CFS
41217,D3361015,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,04/27/2015 12:39:23 AM,,04/27/2015 12:39:23 AM,04/27/2015 12:57:29 AM,NAT,Necessary Action Taken,Y,5H01,Desire St & N Claiborne Ave,70117.0,5,"(0, 0)",OTHER CFS
41253,D3369015,107,SUSPICIOUS PERSON,2A,18,TRAFFIC INCIDENT,1H,3669499,543749,04/27/2015 03:14:55 AM,04/27/2015 03:16:16 AM,04/27/2015 03:14:55 AM,04/27/2015 03:35:39 AM,NAT,Necessary Action Taken,Y,3I01,Navarre Ave & Marshall Foch St,,3,"(29.98948106, -90.10555105)",OTHER CFS
41301,D3376315,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3663628,530233,04/27/2015 05:17:50 AM,04/27/2015 05:19:12 AM,04/27/2015 05:17:50 AM,04/27/2015 06:11:37 AM,RTF,REPORT TO FOLLOW,Y,2K03,019XX S Carrollton Ave,70118.0,2,"(29.95249001, -90.12454629)",OTHER CFS
41478,D3464715,95G,ILLEGAL CARRYING OF WEAPON- GUN,2B,21,COMPLAINT OTHER,1H,3682388,540917,04/27/2015 07:02:13 PM,04/27/2015 07:03:12 PM,04/27/2015 07:02:13 PM,04/27/2015 09:53:50 PM,RTF,REPORT TO FOLLOW,Y,5K02,Allen St & N Rocheblave St,70119.0,5,"(29.98130783, -90.06493523)",OTHER CFS
41551,D3493015,107,SUSPICIOUS PERSON,2A,17,ATTACHMENT,1G,3682575,532432,04/28/2015 01:39:06 AM,,04/28/2015 01:39:06 AM,04/28/2015 02:08:23 AM,NAT,Necessary Action Taken,Y,8C03,007XX Royal St,70130.0,8,"(29.95797271, -90.06464262)",OTHER CFS
41656,D3533115,110E,ELECTRONIC MONITORING ESCAPE/EVASION,2A,21,COMPLAINT OTHER,1H,3706406,560700,04/28/2015 11:35:07 AM,04/28/2015 11:35:27 AM,04/28/2015 11:35:07 AM,04/28/2015 01:48:28 PM,RTF,REPORT TO FOLLOW,Y,7O10,070XX Boston Dr,70127.0,7,"(30.03495247, -89.98834390)",OTHER CFS
41760,D3567715,100I,HIT & RUN WITH INJURIES,2B,100,HIT & RUN,1E,3672599,525617,04/28/2015 04:34:44 PM,04/28/2015 04:35:34 PM,04/28/2015 04:34:44 PM,04/28/2015 05:30:51 PM,RTF,REPORT TO FOLLOW,Y,6I01,Louisiana Ave & Clara St,,6,"(29.93953268, -90.09637676)",OTHER CFS
41806,D3582815,43B,SEXUAL BATTERY,2B,21,COMPLAINT OTHER,1H,37369000,3513814,04/28/2015 06:24:05 PM,04/28/2015 07:03:38 PM,04/28/2015 06:24:05 PM,04/28/2015 09:31:37 PM,RTF,REPORT TO FOLLOW,Y,1E03,006XX N Rampart St,70112.0,1,"(0, 0)",OTHER CFS
41807,D3582815,43B,SEXUAL BATTERY,2B,21,COMPLAINT OTHER,1H,37369000,3513814,04/28/2015 06:24:05 PM,04/28/2015 07:03:38 PM,04/28/2015 06:24:05 PM,04/28/2015 09:31:37 PM,RTF,REPORT TO FOLLOW,Y,1E03,006XX N Rampart St,70112.0,1,"(0, 0)",OTHER CFS
41860,D3599415,107,SUSPICIOUS PERSON,2A,18,TRAFFIC INCIDENT,1H,3700185,535027,04/28/2015 08:30:20 PM,,04/28/2015 08:30:20 PM,04/28/2015 08:56:58 PM,NAT,Necessary Action Taken,Y,5E03,Tupelo St & N Claiborne Ave,,5,"(29.96455934, -90.00894008)",OTHER CFS
41885,D3604715,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,04/28/2015 09:14:04 PM,,04/28/2015 09:14:04 PM,04/28/2015 09:34:25 PM,NAT,Necessary Action Taken,Y,8D05,Bourbon St & St Louis St,70112.0,8,"(0, 0)",OTHER CFS
42286,D3720915,35D,SIMPLE BATTERY DOMESTIC,2B,103,DISTURBANCE (OTHER),1A,3678908,558431,04/29/2015 06:04:07 PM,04/29/2015 07:10:51 PM,04/29/2015 06:04:07 PM,04/29/2015 10:43:39 PM,RTF,REPORT TO FOLLOW,Y,3O02,065XX Pratt Dr,70122.0,3,"(30.02957195, -90.07532147)",OTHER CFS
42297,D3724715,103F,FIGHT,2B,21,COMPLAINT OTHER,1H,3673456,527345,04/29/2015 06:31:08 PM,04/29/2015 06:32:04 PM,04/29/2015 06:31:08 PM,04/29/2015 07:44:06 PM,NAT,Necessary Action Taken,Y,6K01,026XX S Derbigny St,70125.0,6,"(29.94425959, -90.09361078)",OTHER CFS
42456,D3766615,103D,DOMESTIC DISTURBANCE,2B,21,COMPLAINT OTHER,1H,3682513,528798,04/30/2015 01:17:07 AM,,04/30/2015 01:17:07 AM,04/30/2015 01:32:10 AM,RTF,REPORT TO FOLLOW,Y,8A02,005XX Convention Center Blvd,70130.0,8,"(29.94798272, -90.06496407)",OTHER CFS
42509,D3774415,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3677708,526843,04/30/2015 03:22:21 AM,04/30/2015 03:30:12 AM,04/30/2015 03:22:21 AM,04/30/2015 03:47:46 AM,NAT,Necessary Action Taken,Y,6H03,S Saratoga St & Thalia St,70113.0,6,"(29.94275116, -90.08020291)",OTHER CFS
43017,E0024715,103D,DOMESTIC DISTURBANCE,2B,103,DISTURBANCE (OTHER),1A,3677898,526270,05/01/2015 05:39:48 AM,,05/01/2015 05:39:48 AM,05/01/2015 06:55:50 AM,RTF,REPORT TO FOLLOW,Y,6H02,019XX Mlk Blvd,70113.0,6,"(29.94117043, -90.07962247)",OTHER CFS
43047,E0036115,106,"OBSCENITY, EXPOSING",2A,21,COMPLAINT OTHER,1H,3669350,555888,05/01/2015 08:34:56 AM,,05/01/2015 08:34:56 AM,05/01/2015 08:42:26 AM,RTF,REPORT TO FOLLOW,Y,3G02,007XX Jewel St,70124.0,3,"(30.02286325, -90.10561109)",OTHER CFS
43185,E0089715,107,SUSPICIOUS PERSON,2A,103,DISTURBANCE (OTHER),1A,3671745,538445,05/01/2015 04:55:41 PM,,05/01/2015 04:55:41 PM,05/01/2015 05:04:16 PM,NAT,Necessary Action Taken,Y,1M02,040XX Iberville St,70119.0,1,"(29.97483128, -90.09863464)",OTHER CFS
43249,E0111515,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3682250,534554,05/01/2015 08:06:57 PM,,05/01/2015 08:06:57 PM,05/01/2015 08:17:47 PM,NAT,Necessary Action Taken,Y,1F02,Ursulines Ave & N Rampart St,,1,"(29.96381709, -90.06559375)",OTHER CFS
43256,E0114315,24,MEDICAL,2B,19,DRUNK,1F,37369000,3513814,05/01/2015 08:24:42 PM,,05/01/2015 08:24:42 PM,05/01/2015 09:19:41 PM,NAT,Necessary Action Taken,Y,8C03,007XX Royal St,70130.0,8,"(0, 0)",OTHER CFS
43295,E0128515,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,05/01/2015 10:42:17 PM,,05/01/2015 10:42:17 PM,05/01/2015 11:43:39 PM,NAT,Necessary Action Taken,Y,1B01,014XX N Claiborne Ave,70116.0,1,"(0, 0)",OTHER CFS
43307,E0135415,20I,AUTO ACCIDENT WITH INJURY,2B,20,AUTO ACCIDENT,1C,3684029,534399,05/01/2015 11:52:06 PM,05/01/2015 11:55:38 PM,05/01/2015 11:52:06 PM,05/02/2015 01:24:46 AM,RTF,REPORT TO FOLLOW,Y,8E02,Royal St & Esplanade Ave,70116.0,8,"(29.96333693, -90.05998192)",OTHER CFS
43340,E0142415,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,05/02/2015 01:06:09 AM,,05/02/2015 01:06:09 AM,05/02/2015 01:07:12 AM,NAT,Necessary Action Taken,Y,8D06,Bourbon St & Toulouse St,70112.0,8,"(0, 0)",OTHER CFS
43459,E0201915,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,05/02/2015 01:26:32 PM,,05/02/2015 01:26:32 PM,05/02/2015 01:45:15 PM,NAT,Necessary Action Taken,Y,8B02,007XX Decatur St,70116.0,8,"(0, 0)",OTHER CFS
43576,E0257415,35D,SIMPLE BATTERY DOMESTIC,2B,21,COMPLAINT OTHER,1H,3682167,531371,05/02/2015 10:30:01 PM,,05/02/2015 10:30:01 PM,05/03/2015 12:01:24 AM,RTF,REPORT TO FOLLOW,Y,8C02,Conti St & Chartres St,70130.0,8,"(29.95506608, -90.06596768)",OTHER CFS
43645,E0284715,24,MEDICAL,2B,18,TRAFFIC INCIDENT,1H,37369000,3513814,05/03/2015 03:06:22 AM,05/03/2015 03:09:07 AM,05/03/2015 03:06:22 AM,05/03/2015 04:34:47 AM,NAT,Necessary Action Taken,Y,3D01,Tulane Ave & S Carrollton Ave,,3,"(0, 0)",OTHER CFS
43773,E0339015,103D,DOMESTIC DISTURBANCE,2B,21,COMPLAINT OTHER,1H,3680722,535741,05/03/2015 04:04:28 PM,05/03/2015 04:04:36 PM,05/03/2015 04:04:28 PM,05/03/2015 05:20:29 PM,RTF,REPORT TO FOLLOW,Y,1F02,N Claiborne Ave & Ursulines Ave,70116.0,1,"(29.96712705, -90.07037715)",OTHER CFS
43855,E0375715,103F,FIGHT,2B,35,SIMPLE BATTERY,1D,3683726,538046,05/03/2015 10:01:46 PM,05/03/2015 10:02:51 PM,05/03/2015 10:01:46 PM,05/03/2015 11:12:58 PM,RTF,REPORT TO FOLLOW,Y,5A04,N Claiborne Ave & Pauger St,,5,"(29.97337309, -90.06081245)",OTHER CFS
43944,E0410815,20I,AUTO ACCIDENT WITH INJURY,2B,20,AUTO ACCIDENT,1C,3699468,557392,05/04/2015 09:15:00 AM,,05/04/2015 09:15:00 AM,05/04/2015 09:36:25 AM,RTF,REPORT TO FOLLOW,Y,7Q01,I-10 E & Morrison Rd Exit,,7,"(30.02607893, -90.01038812)",OTHER CFS
43958,E0417415,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3675128,523733,05/04/2015 10:32:32 AM,05/04/2015 10:51:09 AM,05/04/2015 10:32:32 AM,05/04/2015 11:28:10 AM,NAT,Necessary Action Taken,Y,6Q05,Washington Ave & Danneel St,70115.0,6,"(29.93427823, -90.08845783)",OTHER CFS
43992,E0431015,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,05/04/2015 01:00:16 PM,,05/04/2015 01:00:16 PM,05/04/2015 01:28:18 PM,NAT,Necessary Action Taken,Y,8D01,001XX Royal St,70130.0,8,"(0, 0)",OTHER CFS
44214,E0526115,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3682202,527894,05/05/2015 07:09:02 AM,,05/05/2015 07:09:02 AM,05/05/2015 07:18:11 AM,NAT,Necessary Action Taken,Y,8G02,007XX S Peters St,70130.0,8,"(29.94550524, -90.06597781)",OTHER CFS
44461,E0627815,95G,ILLEGAL CARRYING OF WEAPON- GUN,2B,21,COMPLAINT OTHER,1H,3682445,530709,05/05/2015 10:17:28 PM,05/05/2015 10:19:22 PM,05/05/2015 10:17:28 PM,05/06/2015 01:35:34 AM,RTF,REPORT TO FOLLOW,Y,8B02,Bienville St & N Peters St,70130.0,8,"(29.95323762, -90.06511300)",OTHER CFS
44513,E0637315,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3684735,534481,05/06/2015 12:11:02 AM,,05/06/2015 12:11:02 AM,05/06/2015 12:11:14 AM,NAT,Necessary Action Taken,Y,8F01,Chartres St & Frenchmen St,70116.0,8,"(29.96353917, -90.05775054)",OTHER CFS
44638,E0660415,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,05/06/2015 06:28:59 AM,,05/06/2015 06:28:59 AM,05/06/2015 06:51:09 AM,NAT,Necessary Action Taken,Y,1M02,001XX N Carrollton Ave,70119.0,1,"(0, 0)",OTHER CFS
44662,E0672015,103F,FIGHT,2B,21,COMPLAINT OTHER,1H,3690162,527085,05/06/2015 08:53:27 AM,05/06/2015 08:56:03 AM,05/06/2015 08:53:27 AM,05/06/2015 10:59:26 AM,NAT,Necessary Action Taken,Y,4B04,012XX L B Landry Ave,70114.0,4,"(29.94303576, -90.04087614)",OTHER CFS
44764,E0706315,95K,ILLEGAL CARRYING OF WEAPON- KNIFE,2B,21,COMPLAINT OTHER,1H,3666923,537503,05/06/2015 01:47:59 PM,,05/06/2015 01:47:59 PM,05/06/2015 07:31:21 PM,RTF,REPORT TO FOLLOW,Y,3A02,040XX Eagle St,70118.0,3,"(29.97238259, -90.11389670)",OTHER CFS
45069,E0795615,24,MEDICAL,2B,35,SIMPLE BATTERY,1D,37369000,3513814,05/07/2015 03:35:31 AM,,05/07/2015 03:35:31 AM,05/07/2015 05:47:22 AM,RTF,REPORT TO FOLLOW,Y,8D01,001XX Bourbon St,70130.0,8,"(0, 0)",OTHER CFS
45126,E0809215,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,05/07/2015 07:47:19 AM,05/07/2015 07:59:23 AM,05/07/2015 07:47:19 AM,05/07/2015 08:18:59 AM,NAT,Necessary Action Taken,Y,6H03,Calliope St & Simon Bolivar Ave,70113.0,6,"(0, 0)",OTHER CFS
45246,E0842915,103D,DOMESTIC DISTURBANCE,2B,21,COMPLAINT OTHER,1H,3682274,530423,05/07/2015 01:40:52 PM,05/07/2015 01:42:38 PM,05/07/2015 01:40:52 PM,05/07/2015 02:36:05 PM,RTF,REPORT TO FOLLOW,Y,8B02,002XX N Peters St,70130.0,8,"(29.95245823, -90.06566202)",OTHER CFS
45617,E0974215,20I,AUTO ACCIDENT WITH INJURY,2B,20,AUTO ACCIDENT,1C,3660844,527100,05/08/2015 01:36:09 PM,,05/08/2015 01:36:09 PM,05/08/2015 02:10:18 PM,RTF,REPORT TO FOLLOW,Y,2H01,007XX S Carrollton Ave,70118.0,2,"(29.94395551, -90.13343855)",OTHER CFS
45726,E1036015,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,05/08/2015 10:07:53 PM,,05/08/2015 10:07:53 PM,05/08/2015 10:25:20 PM,NAT,Necessary Action Taken,Y,7P05,Hayne Blvd & Weaver Ave,70127.0,7,"(0, 0)",OTHER CFS
45813,E1062115,24,MEDICAL,2B,19,DRUNK,1F,37369000,3513814,05/09/2015 02:39:01 AM,,05/09/2015 02:39:01 AM,05/09/2015 02:57:26 AM,NAT,Necessary Action Taken,Y,1E04,004XX N Rampart St,70112.0,1,"(0, 0)",OTHER CFS
45831,E1065815,20I,AUTO ACCIDENT WITH INJURY,2B,21,COMPLAINT OTHER,1H,3690108,527087,05/09/2015 03:39:48 AM,05/09/2015 03:40:38 AM,05/09/2015 03:39:48 AM,05/09/2015 05:56:10 AM,RTF,REPORT TO FOLLOW,Y,4A03,L B Landry Ave & De Armas St,70114.0,4,"(29.94304417, -90.04104624)",OTHER CFS
45854,E1080815,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,05/09/2015 08:08:58 AM,,05/09/2015 08:08:58 AM,05/09/2015 08:46:30 AM,NAT,Necessary Action Taken,Y,5E01,Lizardi St & St Claude Ave,70117.0,5,"(0, 0)",OTHER CFS
45940,E1136715,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,05/09/2015 06:27:07 PM,05/09/2015 06:28:11 PM,05/09/2015 06:27:07 PM,05/09/2015 06:59:06 PM,NAT,Necessary Action Taken,Y,8D03,St Louis St & Dauphine St,,8,"(0, 0)",OTHER CFS
46082,E1181815,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,05/10/2015 12:27:08 AM,,05/10/2015 12:27:08 AM,05/10/2015 12:59:36 AM,NAT,Necessary Action Taken,Y,8D06,008XX Saint Peter St,70112.0,8,"(0, 0)",OTHER CFS
46142,E1198815,35D,SIMPLE BATTERY DOMESTIC,2B,21,COMPLAINT OTHER,1H,3669241,536306,05/10/2015 04:49:01 AM,,05/10/2015 04:49:01 AM,05/10/2015 06:45:56 AM,RTF,REPORT TO FOLLOW,Y,3D01,S Carrollton Ave & Tulane Ave,70119.0,3,"(29.96902247, -90.10661552)",OTHER CFS
46200,E1228615,63,PROWLER,2C,21,COMPLAINT OTHER,1H,3666675,533389,05/10/2015 12:16:25 PM,,05/10/2015 12:16:25 PM,05/10/2015 01:06:13 PM,NAT,Necessary Action Taken,Y,2U04,031XX S Carrollton Ave,70118.0,2,"(29.96107835, -90.11481710)",OTHER CFS
46223,E1241515,103D,DOMESTIC DISTURBANCE,2B,103,DISTURBANCE (OTHER),1A,3662721,520108,05/10/2015 03:02:07 PM,,05/10/2015 03:02:07 PM,05/10/2015 03:04:27 PM,UNF,UNFOUNDED,Y,2A01,065XX Magazine St,70118.0,2,"(29.92467514, -90.12774506)",OTHER CFS
46241,E1250215,100I,HIT & RUN WITH INJURIES,2B,100,HIT & RUN,1E,3676117,520208,05/10/2015 04:24:49 PM,05/10/2015 04:24:53 PM,05/10/2015 04:24:49 PM,05/10/2015 05:46:56 PM,RTF,REPORT TO FOLLOW,Y,6D02,031XX Magazine St,70115.0,6,"(29.92455492, -90.08545489)",OTHER CFS
46890,E1495215,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3675464,527389,05/12/2015 02:17:34 PM,05/12/2015 02:19:47 PM,05/12/2015 02:17:34 PM,05/12/2015 03:59:20 PM,NAT,Necessary Action Taken,Y,6J01,Clara St & Saint Andrew St,70113.0,6,"(29.94432126, -90.08727094)",OTHER CFS
47337,E1617715,95G,ILLEGAL CARRYING OF WEAPON- GUN,2B,21,COMPLAINT OTHER,1H,3720048,573659,05/13/2015 11:29:01 AM,05/13/2015 11:29:46 AM,05/13/2015 11:29:01 AM,05/13/2015 02:15:39 PM,RTF,REPORT TO FOLLOW,Y,7K04,078XX Bass St,70128.0,7,"(30.07013700, -89.94473820)",OTHER CFS
47602,E1707815,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3680804,531949,05/14/2015 12:15:33 AM,,05/14/2015 12:15:33 AM,05/14/2015 12:22:01 AM,NAT,Necessary Action Taken,Y,8D02,003XX Burgundy St,70112.0,8,"(29.95669870, -90.07025272)",OTHER CFS
47731,E1773315,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3716031,563587,05/14/2015 02:18:31 PM,05/14/2015 02:23:15 PM,05/14/2015 02:18:31 PM,05/14/2015 02:47:54 PM,GOA,GONE ON ARRIVAL,Y,7K01,060XX Bullard Ave,70128.0,7,"(30.04257474, -89.95781692)",OTHER CFS
47778,E1792415,20I,AUTO ACCIDENT WITH INJURY,2B,20,AUTO ACCIDENT,1C,3674586,541725,05/14/2015 04:49:31 PM,,05/14/2015 04:49:31 PM,05/14/2015 05:25:27 PM,RTF,REPORT TO FOLLOW,Y,1N01,N Carrollton Ave & Esplanade Ave,,1,"(29.98376578, -90.08955058)",OTHER CFS
47889,E1834015,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3681813,532089,05/14/2015 10:03:58 PM,,05/14/2015 10:03:58 PM,05/14/2015 10:29:32 PM,NAT,Necessary Action Taken,Y,8D05,005XX Bourbon St,70112.0,8,"(29.95705191, -90.06705979)",OTHER CFS
47932,E1846015,64J,CARJACKING,2A,67AR,SIMULTANEOS STOLEN/RECOVERY VEHICLE,1B,3699512,533369,05/15/2015 12:06:41 AM,05/15/2015 12:32:49 AM,05/15/2015 12:06:41 AM,05/15/2015 06:41:39 AM,RTF,REPORT TO FOLLOW,Y,5E03,St Claude Ave & Tupelo St,70117.0,5,"(29.96002137, -90.01112627)",VIOLENT CRIME
47933,E1846015,64J,CARJACKING,2A,67AR,SIMULTANEOS STOLEN/RECOVERY VEHICLE,1B,3699512,533369,05/15/2015 12:06:41 AM,05/15/2015 12:32:49 AM,05/15/2015 12:06:41 AM,05/15/2015 06:41:39 AM,RTF,REPORT TO FOLLOW,Y,5E03,St Claude Ave & Tupelo St,70117.0,5,"(29.96002137, -90.01112627)",VIOLENT CRIME
48346,E1991615,64G,ARMED ROBBERY WITH GUN,2A,18,TRAFFIC INCIDENT,1H,3679889,534642,05/16/2015 02:41:46 AM,05/16/2015 02:46:31 AM,05/16/2015 02:41:46 AM,05/16/2015 05:07:46 AM,RTF,REPORT TO FOLLOW,Y,1E03,Orleans Ave & N Claiborne Av,,1,"(29.96412988, -90.07304657)",VIOLENT CRIME
48347,E1991615,64G,ARMED ROBBERY WITH GUN,2A,18,TRAFFIC INCIDENT,1H,3679889,534642,05/16/2015 02:41:46 AM,05/16/2015 02:46:31 AM,05/16/2015 02:41:46 AM,05/16/2015 05:07:46 AM,RTF,REPORT TO FOLLOW,Y,1E03,Orleans Ave & N Claiborne Av,,1,"(29.96412988, -90.07304657)",VIOLENT CRIME
48349,E1992415,100,HIT & RUN,2A,20,AUTO ACCIDENT,1C,3691605,548833,05/16/2015 02:50:49 AM,05/16/2015 03:19:36 AM,05/16/2015 02:50:49 AM,05/16/2015 04:53:49 AM,RTF,REPORT TO FOLLOW,Y,3U01,I-10 E & Louisa St,,3,"(30.00278990, -90.03554298)",OTHER CFS
48620,E2103315,35D,SIMPLE BATTERY DOMESTIC,2B,21,COMPLAINT OTHER,1H,3692237,538392,05/17/2015 12:34:04 AM,,05/17/2015 12:34:04 AM,05/17/2015 03:19:42 AM,RTF,REPORT TO FOLLOW,Y,5H01,019XX Alvar St,,5,"(29.97406126, -90.03391878)",OTHER CFS
48643,E2108315,95G,ILLEGAL CARRYING OF WEAPON- GUN,2B,21,COMPLAINT OTHER,1H,3681437,531593,05/17/2015 01:28:59 AM,05/17/2015 01:29:14 AM,05/17/2015 01:28:59 AM,05/17/2015 03:05:47 AM,RTF,REPORT TO FOLLOW,Y,8D04,003XX Bourbon St,70112.0,8,"(29.95569852, -90.06826636)",OTHER CFS
48683,E2122015,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3681813,532089,05/17/2015 04:18:08 AM,,05/17/2015 04:18:08 AM,05/17/2015 04:21:39 AM,GOA,GONE ON ARRIVAL,Y,8D05,005XX Bourbon St,70112.0,8,"(29.95705191, -90.06705979)",OTHER CFS
48687,E2122415,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3669816,549129,05/17/2015 04:23:33 AM,,05/17/2015 04:23:33 AM,05/17/2015 04:46:11 AM,NAT,Necessary Action Taken,Y,3I04,008XX Harrison Ave,70124.0,3,"(30.00426623, -90.10436554)",OTHER CFS
48702,E2125715,24,MEDICAL,2B,18,TRAFFIC INCIDENT,1H,37369000,3513814,05/17/2015 05:20:26 AM,,05/17/2015 05:20:26 AM,05/17/2015 05:57:43 AM,NAT,Necessary Action Taken,Y,6E03,Polymnia St & St Charles Ave,70130.0,6,"(0, 0)",OTHER CFS
48772,E2161015,20I,AUTO ACCIDENT WITH INJURY,2B,20,AUTO ACCIDENT,1C,3678811,528425,05/17/2015 01:31:24 PM,,05/17/2015 01:31:24 PM,05/17/2015 01:55:40 PM,RTF,REPORT TO FOLLOW,Y,8H03,Loyola Ave & Julia St,,8,"(29.94706746, -90.07666544)",OTHER CFS
48875,E2221715,20F,AUTO ACCIDENT FATALITY,2B,21,COMPLAINT OTHER,1H,3675107,528072,05/17/2015 11:06:42 PM,05/17/2015 11:07:08 PM,05/17/2015 11:06:42 PM,05/18/2015 03:16:54 AM,RTF,REPORT TO FOLLOW,Y,6J02,Martin Luther King Jr Blvd & S Claiborne Ave,,6,"(29.94620885, -90.08837404)",OTHER CFS
49116,E2314815,35D,SIMPLE BATTERY DOMESTIC,2B,35,SIMPLE BATTERY,1D,3674009,532439,05/18/2015 06:15:24 PM,05/18/2015 06:21:45 PM,05/18/2015 06:15:24 PM,05/18/2015 08:05:42 PM,RTF,REPORT TO FOLLOW,Y,1G02,026XX Poydras St,70119.0,1,"(29.95824920, -90.09169165)",OTHER CFS
49220,E2348715,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,05/19/2015 12:17:43 AM,05/19/2015 12:28:01 AM,05/19/2015 12:17:43 AM,05/19/2015 12:43:47 AM,NAT,Necessary Action Taken,Y,8D04,002XX Bourbon St,70112.0,8,"(0, 0)",OTHER CFS
